,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,101,Asia Central
1,ALB,Albania,477,Europe Other
2,DZA,Algeria,328,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,4,Europe Other
5,AGO,Angola,375,Africa Sub-Saharan
6,AIA,Anguilla (British),0,Other
7,ATG,Antigua and Barbuda,24,America Central and South
8,ARG,Argentina,196,America Central and South
9,ARM,Armenia,193,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,804,Oceania
12,AUT,Austria,0,EU 14
13,AZE,Azerbaijan,531,Europe Other
14,BHS,"Bahamas, The",93,America Central and South
15,BHR,Bahrain,702,Middle East
16,BGD,Bangladesh,4153,Asia South
17,BRB,Barbados,168,America Central and South
18,BLR,Belarus,196,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,18,America Central and South
21,BEN,Benin,41,Africa Sub-Saharan
22,BMU,Bermuda (British),1,Other
23,BTN,Bhutan,22,Asia South
24,BOL,Bolivia,162,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,127,Europe Other
27,BWA,Botswana,359,Africa Sub-Saharan
28,BRA,Brazil,3380,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,764,Asia South East
31,BGR,Bulgaria,726,EU 2
32,BFA,Burkina,15,Africa Sub-Saharan
33,BDI,Burundi,8,Africa Sub-Saharan
34,KHM,Cambodia,38,Asia South East
35,CMR,Cameroon,470,Africa Sub-Saharan
36,CAN,Canada,2697,America North
37,CPV,Cape Verde,3,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,4,Africa Sub-Saharan
40,TCD,Chad,8,Africa Sub-Saharan
41,CHL,Chile,379,America Central and South
42,CHN,China,21862,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,3077,America Central and South
46,COM,Comoros,3,Africa Sub-Saharan
47,COG,Congo,65,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),63,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,25,America Central and South
51,HRV,Croatia,214,EU Other
52,CUB,Cuba,63,America Central and South
53,CYP,Cyprus,21,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,0,EU 8
56,DNK,Denmark,0,EU 14
57,DJI,Djibouti,10,Africa Sub-Saharan
58,DMA,Dominica,34,America Central and South
59,DOM,Dominican Republic,35,America Central and South
60,TLS,East Timor,0,Asia South East
61,ECU,Ecuador,281,America Central and South
62,EGY,Egypt,1191,Africa North
63,SLV,El Salvador,17,America Central and South
64,GNQ,Equatorial Guinea,11,Africa Sub-Saharan
65,ERI,Eritrea,20,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,134,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,15,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,0,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,47,Africa Sub-Saharan
76,GMB,"Gambia, The",520,Africa Sub-Saharan
77,GEO,Georgia,265,Europe Other
78,DEU,Germany,2,EU 14
79,GHA,Ghana,1440,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,45,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,19,America Central and South
87,GIN,Guinea,77,Africa Sub-Saharan
88,GNB,Guinea-Bissau,21,Africa Sub-Saharan
89,GUY,Guyana,112,America Central and South
90,HTI,Haiti,13,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,9,America Central and South
93,HKG,Hong Kong,5443,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,24424,Asia South
97,IDN,Indonesia,726,Asia South East
98,IRN,Iran,2320,Middle East
99,IRQ,Iraq,412,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,791,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,152,Africa Sub-Saharan
104,JAM,Jamaica,186,America Central and South
105,JPN,Japan,8334,Asia East
106,JOR,Jordan,1134,Middle East
107,KAZ,Kazakhstan,3131,Asia Central
108,KEN,Kenya,1064,Africa Sub-Saharan
109,KIR,Kiribati,1,Oceania
110,KWT,Kuwait,883,Middle East
111,KGZ,Kyrgyzstan,196,Asia Central
112,LAO,Laos,5,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,398,Middle East
115,LSO,Lesotho,25,Africa Sub-Saharan
116,LBR,Liberia,6,Africa Sub-Saharan
117,LBY,Libya,8008,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,86,Asia East
122,MKD,Macedonia,173,Europe Other
123,MDG,Madagascar,26,Africa Sub-Saharan
124,MWI,Malawi,458,Africa Sub-Saharan
125,MYS,Malaysia,5608,Asia South East
126,MDV,Maldives,133,Asia South
127,MLI,Mali,27,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,21,Africa North
