,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,2712,Asia Central
1,ALB,Albania,2101,Europe Other
2,DZA,Algeria,4828,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,1,Europe Other
5,AGO,Angola,951,Africa Sub-Saharan
6,AIA,Anguilla (British),0,Other
7,ATG,Antigua and Barbuda,10,America Central and South
8,ARG,Argentina,100,America Central and South
9,ARM,Armenia,282,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,2133,Oceania
12,AUT,Austria,1,EU 14
13,AZE,Azerbaijan,1425,Europe Other
14,BHS,"Bahamas, The",43,America Central and South
15,BHR,Bahrain,197,Middle East
16,BGD,Bangladesh,12387,Asia South
17,BRB,Barbados,47,America Central and South
18,BLR,Belarus,1186,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,1,America Central and South
21,BEN,Benin,314,Africa Sub-Saharan
22,BMU,Bermuda (British),1,Other
23,BTN,Bhutan,36,Asia South
24,BOL,Bolivia,204,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,149,Europe Other
27,BWA,Botswana,96,Africa Sub-Saharan
28,BRA,Brazil,971,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,48,Asia South East
31,BGR,Bulgaria,3,EU 2
32,BFA,Burkina,129,Africa Sub-Saharan
33,BDI,Burundi,147,Africa Sub-Saharan
34,KHM,Cambodia,131,Asia South East
35,CMR,Cameroon,1553,Africa Sub-Saharan
36,CAN,Canada,1155,America North
37,CPV,Cape Verde,84,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,32,Africa Sub-Saharan
40,TCD,Chad,47,Africa Sub-Saharan
41,CHL,Chile,148,America Central and South
42,CHN,China,19463,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,2778,America Central and South
46,COM,Comoros,28,Africa Sub-Saharan
47,COG,Congo,461,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),1803,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,12,America Central and South
51,HRV,Croatia,100,EU Other
52,CUB,Cuba,315,America Central and South
53,CYP,Cyprus,155,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,1,EU 8
56,DNK,Denmark,2,EU 14
57,DJI,Djibouti,78,Africa Sub-Saharan
58,DMA,Dominica,23,America Central and South
59,DOM,Dominican Republic,200,America Central and South
60,TLS,East Timor,3,Asia South East
61,ECU,Ecuador,458,America Central and South
62,EGY,Egypt,4987,Africa North
63,SLV,El Salvador,13,America Central and South
64,GNQ,Equatorial Guinea,46,Africa Sub-Saharan
65,ERI,Eritrea,431,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,1182,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,136,Oceania
71,FIN,Finland,1,EU 14
72,FRA,France,1,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,85,Africa Sub-Saharan
76,GMB,"Gambia, The",1686,Africa Sub-Saharan
77,GEO,Georgia,578,Europe Other
78,DEU,Germany,9,EU 14
79,GHA,Ghana,9210,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,31,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,12,America Central and South
87,GIN,Guinea,447,Africa Sub-Saharan
88,GNB,Guinea-Bissau,128,Africa Sub-Saharan
89,GUY,Guyana,383,America Central and South
90,HTI,Haiti,63,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,11,America Central and South
93,HKG,Hong Kong,352,Asia East
94,HUN,Hungary,2,EU 8
95,ISL,Iceland,2,Europe Other
96,IND,India,71270,Asia South
97,IDN,Indonesia,2529,Asia South East
98,IRN,Iran,11954,Middle East
99,IRQ,Iraq,3780,Middle East
100,IRL,Ireland,2,EU 14
101,ISR,Israel,208,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,618,Africa Sub-Saharan
104,JAM,Jamaica,2491,America Central and South
105,JPN,Japan,418,Asia East
106,JOR,Jordan,2073,Middle East
107,KAZ,Kazakhstan,1377,Asia Central
108,KEN,Kenya,3182,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,883,Middle East
111,KGZ,Kyrgyzstan,293,Asia Central
112,LAO,Laos,35,Asia South East
113,LVA,Latvia,7,EU 8
114,LBN,Lebanon,1942,Middle East
115,LSO,Lesotho,63,Africa Sub-Saharan
116,LBR,Liberia,153,Africa Sub-Saharan
117,LBY,Libya,1281,Africa North
118,LIE,Liechtenstein,1,Europe Other
119,LTU,Lithuania,1,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,12,Asia East
122,MKD,Macedonia,341,Europe Other
123,MDG,Madagascar,40,Africa Sub-Saharan
124,MWI,Malawi,689,Africa Sub-Saharan
125,MYS,Malaysia,1440,Asia South East
126,MDV,Maldives,52,Asia South
127,MLI,Mali,240,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,46,Africa North
132,MUS,Mauritius,329,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,423,America Central and South
