,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,2295,Asia Central
1,ALB,Albania,6527,Europe Other
2,DZA,Algeria,4860,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,2,Europe Other
5,AGO,Angola,1386,Africa Sub-Saharan
6,AIA,Anguilla (British),1,Other
7,ATG,Antigua and Barbuda,13,America Central and South
8,ARG,Argentina,242,America Central and South
9,ARM,Armenia,443,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,12015,Oceania
12,AUT,Austria,3,EU 14
13,AZE,Azerbaijan,1033,Europe Other
14,BHS,"Bahamas, The",35,America Central and South
15,BHR,Bahrain,1182,Middle East
16,BGD,Bangladesh,17735,Asia South
17,BRB,Barbados,35,America Central and South
18,BLR,Belarus,579,Europe Other
19,BEL,Belgium,1,EU 14
20,BLZ,Belize,5,America Central and South
21,BEN,Benin,380,Africa Sub-Saharan
22,BMU,Bermuda (British),1,Other
23,BTN,Bhutan,13,Asia South
24,BOL,Bolivia,128,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,140,Europe Other
27,BWA,Botswana,202,Africa Sub-Saharan
28,BRA,Brazil,1768,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,8,Asia South East
31,BGR,Bulgaria,1953,EU 2
32,BFA,Burkina,92,Africa Sub-Saharan
33,BDI,Burundi,160,Africa Sub-Saharan
34,KHM,Cambodia,43,Asia South East
35,CMR,Cameroon,2586,Africa Sub-Saharan
36,CAN,Canada,693,America North
37,CPV,Cape Verde,25,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,22,Africa Sub-Saharan
40,TCD,Chad,28,Africa Sub-Saharan
41,CHL,Chile,12,America Central and South
42,CHN,China,21961,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,2506,America Central and South
46,COM,Comoros,14,Africa Sub-Saharan
47,COG,Congo,513,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),1292,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,2,America Central and South
51,HRV,Croatia,314,EU Other
52,CUB,Cuba,233,America Central and South
53,CYP,Cyprus,100,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,0,EU 8
56,DNK,Denmark,5,EU 14
57,DJI,Djibouti,68,Africa Sub-Saharan
58,DMA,Dominica,22,America Central and South
59,DOM,Dominican Republic,134,America Central and South
60,TLS,East Timor,0,Asia South East
61,ECU,Ecuador,482,America Central and South
62,EGY,Egypt,1701,Africa North
63,SLV,El Salvador,8,America Central and South
64,GNQ,Equatorial Guinea,22,Africa Sub-Saharan
65,ERI,Eritrea,537,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,771,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,158,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,6,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,64,Africa Sub-Saharan
76,GMB,"Gambia, The",2949,Africa Sub-Saharan
77,GEO,Georgia,894,Europe Other
78,DEU,Germany,4,EU 14
79,GHA,Ghana,31590,Africa Sub-Saharan
80,GIB,Gibraltar (British),1,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,29,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,1,America Central and South
87,GIN,Guinea,742,Africa Sub-Saharan
88,GNB,Guinea-Bissau,60,Africa Sub-Saharan
89,GUY,Guyana,253,America Central and South
90,HTI,Haiti,45,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,8,America Central and South
93,HKG,Hong Kong,506,Asia East
94,HUN,Hungary,2,EU 8
95,ISL,Iceland,1,Europe Other
96,IND,India,78423,Asia South
97,IDN,Indonesia,1221,Asia South East
98,IRN,Iran,7557,Middle East
99,IRQ,Iraq,3902,Middle East
100,IRL,Ireland,9,EU 14
101,ISR,Israel,245,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,1780,Africa Sub-Saharan
104,JAM,Jamaica,8963,America Central and South
105,JPN,Japan,149,Asia East
106,JOR,Jordan,1924,Middle East
107,KAZ,Kazakhstan,345,Asia Central
108,KEN,Kenya,4876,Africa Sub-Saharan
109,KIR,Kiribati,1,Oceania
110,KWT,Kuwait,448,Middle East
111,KGZ,Kyrgyzstan,166,Asia Central
112,LAO,Laos,29,Asia South East
113,LVA,Latvia,5,EU 8
114,LBN,Lebanon,1025,Middle East
115,LSO,Lesotho,39,Africa Sub-Saharan
116,LBR,Liberia,278,Africa Sub-Saharan
117,LBY,Libya,1779,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,3,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,18,Asia East
122,MKD,Macedonia,558,Europe Other
123,MDG,Madagascar,25,Africa Sub-Saharan
124,MWI,Malawi,706,Africa Sub-Saharan
125,MYS,Malaysia,1355,Asia South East
126,MDV,Maldives,25,Asia South
127,MLI,Mali,180,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,39,Africa North
132,MUS,Mauritius,904,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,95,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,1141,Europe Other
137,MCO,Monaco,1,Europe Other
138,MNG,Mongolia,601,Asia East
139,MNE,Montenegro,0,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,2003,Africa North
142,MOZ,Mozambique,84,Africa Sub-Saharan
143,MMR,Myanmar,319,Asia South East
144,NAM,Namibia,204,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,2281,Asia South
147,NLD,Netherlands,15,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,917,Oceania
151,NIC,Nicaragua,3,America Central and South
152,NER,Niger,97,Africa Sub-Saharan
153,NGA,Nigeria,124552,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,10,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,99,Middle East
160,PAK,Pakistan,67193,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,6,America Central and South
163,PNG,Papua New Guinea,6,Oceania
164,PRY,Paraguay,0,America Central and South
165,PER,Peru,349,America Central and South
166,PHL,Philippines,9044,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,2,EU 8
169,PRT,Portugal,1,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,55,Middle East
172,ROU,Romania,4417,EU 2
173,RUS,Russia,4248,Europe Other
174,RWA,Rwanda,348,Africa Sub-Saharan
175,WSM,Samoa,5,Oceania
176,SMR,San Marino,1,Europe Other
177,STP,Sao Tome and Principe,21,Africa Sub-Saharan
178,SAU,Saudi Arabia,688,Middle East
179,SEN,Senegal,737,Africa Sub-Saharan
180,SRB,Serbia,0,Europe Other
181,MNE,Serbia and Montenegro,1962,Europe Other
182,SYC,Seychelles,53,Africa Sub-Saharan
183,SLE,Sierra Leone,2446,Africa Sub-Saharan
184,SGP,Singapore,141,Asia South East
185,SVK,Slovakia,2,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,-1,Oceania
188,SOM,Somalia,2470,Africa Sub-Saharan
189,ZAF,South Africa,4112,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,1170,Asia East
192,ESP,Spain,4,EU 14
193,LKA,Sri Lanka,9665,Asia South
194,KNA,St. Kitts and Nevis,2,America Central and South
195,LCA,St. Lucia,55,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,1053,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,14,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,236,Africa Sub-Saharan
203,SWE,Sweden,14,EU 14
204,CHE,Switzerland,1,Europe Other
205,SYR,Syria,894,Middle East
206,TWN,Taiwan,314,Asia East
207,TJK,Tajikistan,78,Asia Central
208,TZA,Tanzania,1826,Africa Sub-Saharan
209,THA,Thailand,5531,Asia South East
210,TGO,Togo,265,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,12,Oceania
213,TTO,Trinidad and Tobago,164,America Central and South
214,TUN,Tunisia,575,Africa North
215,TUR,Turkey,5530,Europe Other
216,TKM,Turkmenistan,496,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,3,Oceania
219,UGA,Uganda,6511,Africa Sub-Saharan
220,UKR,Ukraine,3172,Europe Other
221,ARE,United Arab Emirates,74,Middle East
222,USA,United States,1225,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,5,America Central and South
225,UZB,Uzbekistan,976,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,51,America Central and South
