,country_code,Country,Total,Geographical region
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,82,Africa Sub-Saharan
76,GMB,"Gambia, The",2083,Africa Sub-Saharan
77,GEO,Georgia,1368,Europe Other
78,DEU,Germany,1,EU 14
79,GHA,Ghana,13450,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,20,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,6,America Central and South
87,GIN,Guinea,419,Africa Sub-Saharan
88,GNB,Guinea-Bissau,236,Africa Sub-Saharan
89,GUY,Guyana,240,America Central and South
90,HTI,Haiti,48,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,7,America Central and South
93,HKG,Hong Kong,275,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,49678,Asia South
97,IDN,Indonesia,1810,Asia South East
98,IRN,Iran,7214,Middle East
99,IRQ,Iraq,7727,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,148,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,837,Africa Sub-Saharan
104,JAM,Jamaica,2655,America Central and South
105,JPN,Japan,131,Asia East
106,JOR,Jordan,2787,Middle East
107,KAZ,Kazakhstan,732,Asia Central
108,KEN,Kenya,2469,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,196,Middle East
111,KGZ,Kyrgyzstan,183,Asia Central
112,LAO,Laos,108,Asia South East
113,LVA,Latvia,4,EU 8
114,LBN,Lebanon,2967,Middle East
115,LSO,Lesotho,27,Africa Sub-Saharan
116,LBR,Liberia,143,Africa Sub-Saharan
117,LBY,Libya,3111,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,29,Asia East
122,MKD,Macedonia,506,Europe Other
123,MDG,Madagascar,70,Africa Sub-Saharan
124,MWI,Malawi,352,Africa Sub-Saharan
125,MYS,Malaysia,216,Asia South East
126,MDV,Maldives,22,Asia South
127,MLI,Mali,156,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,52,Africa North
132,MUS,Mauritius,148,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,172,America Central and South
135,FSM,Micronesia,1,Oceania
136,MDA,Moldova,432,Europe Other
137,MCO,Monaco,1,Europe Other
138,MNG,Mongolia,321,Asia East
139,MNE,Montenegro,114,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,2614,Africa North
142,MOZ,Mozambique,157,Africa Sub-Saharan
143,MMR,Myanmar,637,Asia South East
144,NAM,Namibia,25,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,3275,Asia South
147,NLD,Netherlands,2,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,302,Oceania
151,NIC,Nicaragua,3,America Central and South
152,NER,Niger,64,Africa Sub-Saharan
153,NGA,Nigeria,45684,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,7,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,1,Europe Other
159,OMN,Oman,125,Middle East
160,PAK,Pakistan,54246,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,15,America Central and South
163,PNG,Papua New Guinea,7,Oceania
164,PRY,Paraguay,7,America Central and South
165,PER,Peru,452,America Central and South
166,PHL,Philippines,6813,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,167,Middle East
172,ROU,Romania,2,EU 2
173,RUS,Russia,6095,Europe Other
174,RWA,Rwanda,196,Africa Sub-Saharan
175,WSM,Samoa,3,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,41,Africa Sub-Saharan
178,SAU,Saudi Arabia,876,Middle East
179,SEN,Senegal,809,Africa Sub-Saharan
180,SRB,Serbia,1285,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,25,Africa Sub-Saharan
183,SLE,Sierra Leone,1153,Africa Sub-Saharan
184,SGP,Singapore,98,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,0,Oceania
188,SOM,Somalia,687,Africa Sub-Saharan
189,ZAF,South Africa,2173,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,129,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,7235,Asia South
194,KNA,St. Kitts and Nevis,46,America Central and South
195,LCA,St. Lucia,49,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,4669,Africa North
199,SDN,Sudan (South),110,Africa Sub-Saharan
200,SUR,Surinam,15,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,27,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,2,Europe Other
205,SYR,Syria,5286,Middle East
206,TWN,Taiwan,39,Asia East
207,TJK,Tajikistan,67,Asia Central
208,TZA,Tanzania,818,Africa Sub-Saharan
209,THA,Thailand,4531,Asia South East
210,TGO,Togo,149,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,1,Oceania
213,TTO,Trinidad and Tobago,40,America Central and South
214,TUN,Tunisia,1136,Africa North
215,TUR,Turkey,8718,Europe Other
216,TKM,Turkmenistan,171,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,2289,Africa Sub-Saharan
220,UKR,Ukraine,7861,Europe Other
221,ARE,United Arab Emirates,99,Middle East
222,USA,United States,1586,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,12,America Central and South
225,UZB,Uzbekistan,845,Asia Central
226,VUT,Vanuatu,1,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,1319,America Central and South
229,VNM,Vietnam,2420,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,2486,Middle East
233,ZMB,Zambia,702,Africa Sub-Saharan
234,ZWE,Zimbabwe,4246,Africa Sub-Saharan
235,PSE,the State of Palestine,1892,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
