,country_code,Country,Total,Geographical region
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,10,America Central and South
87,GIN,Guinea,11,Africa Sub-Saharan
88,GNB,Guinea-Bissau,1,Africa Sub-Saharan
89,GUY,Guyana,20,America Central and South
90,HTI,Haiti,1,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,18,America Central and South
93,HKG,Hong Kong,8845,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,17271,Asia South
97,IDN,Indonesia,1505,Asia South East
98,IRN,Iran,1115,Middle East
99,IRQ,Iraq,2201,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,225,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,35,Africa Sub-Saharan
104,JAM,Jamaica,85,America Central and South
105,JPN,Japan,3094,Asia East
106,JOR,Jordan,908,Middle East
107,KAZ,Kazakhstan,1651,Asia Central
108,KEN,Kenya,861,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,1595,Middle East
111,KGZ,Kyrgyzstan,80,Asia Central
112,LAO,Laos,21,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,349,Middle East
115,LSO,Lesotho,6,Africa Sub-Saharan
116,LBR,Liberia,25,Africa Sub-Saharan
117,LBY,Libya,1785,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,176,Asia East
122,MKD,Macedonia,47,Europe Other
123,MDG,Madagascar,12,Africa Sub-Saharan
124,MWI,Malawi,135,Africa Sub-Saharan
125,MYS,Malaysia,8033,Asia South East
126,MDV,Maldives,73,Asia South
127,MLI,Mali,11,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,13,Africa North
132,MUS,Mauritius,510,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,1133,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,43,Europe Other
137,MCO,Monaco,8,Europe Other
138,MNG,Mongolia,121,Asia East
139,MNE,Montenegro,44,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,396,Africa North
142,MOZ,Mozambique,32,Africa Sub-Saharan
143,MMR,Myanmar,192,Asia South East
144,NAM,Namibia,47,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,533,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,215,Oceania
151,NIC,Nicaragua,3,America Central and South
152,NER,Niger,6,Africa Sub-Saharan
153,NGA,Nigeria,11122,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,1,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,1586,Middle East
160,PAK,Pakistan,10984,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,32,America Central and South
163,PNG,Papua New Guinea,6,Oceania
164,PRY,Paraguay,4,America Central and South
165,PER,Peru,144,America Central and South
166,PHL,Philippines,428,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,1411,Middle East
172,ROU,Romania,0,EU 2
173,RUS,Russia,4206,Europe Other
174,RWA,Rwanda,91,Africa Sub-Saharan
175,WSM,Samoa,2,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,0,Africa Sub-Saharan
178,SAU,Saudi Arabia,9943,Middle East
179,SEN,Senegal,50,Africa Sub-Saharan
180,SRB,Serbia,190,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,43,Africa Sub-Saharan
183,SLE,Sierra Leone,46,Africa Sub-Saharan
184,SGP,Singapore,2760,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,3,Oceania
188,SOM,Somalia,12,Africa Sub-Saharan
189,ZAF,South Africa,411,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,4205,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,1387,Asia South
194,KNA,St. Kitts and Nevis,18,America Central and South
195,LCA,St. Lucia,28,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,195,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,2,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,19,Africa Sub-Saharan
203,SWE,Sweden,1,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,228,Middle East
206,TWN,Taiwan,3267,Asia East
207,TJK,Tajikistan,47,Asia Central
208,TZA,Tanzania,380,Africa Sub-Saharan
209,THA,Thailand,4502,Asia South East
210,TGO,Togo,8,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,2,Oceania
213,TTO,Trinidad and Tobago,270,America Central and South
214,TUN,Tunisia,77,Africa North
215,TUR,Turkey,2405,Europe Other
216,TKM,Turkmenistan,83,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,343,Africa Sub-Saharan
220,UKR,Ukraine,1053,Europe Other
221,ARE,United Arab Emirates,919,Middle East
222,USA,United States,13674,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,17,America Central and South
225,UZB,Uzbekistan,129,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,149,America Central and South
229,VNM,Vietnam,2945,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,124,Middle East
233,ZMB,Zambia,239,Africa Sub-Saharan
234,ZWE,Zimbabwe,291,Africa Sub-Saharan
235,PSE,the State of Palestine,227,Middle East
236,IMN,Isle of Man,0,Other
237,BLM,Saint Barthélemy,0,Other
238,UMI,United States Minor Outlying Islands,0,Other
239,CUW,Curaçao,0,Other
240,BVT,Bouvet Island,0,Other
241,ALA,Åland Islands,0,Other
242,GGY,Guernsey,0,Other
243,SXM,Sint Maarten (Dutch part),0,Other
244,IOT,British Indian Ocean Territory,0,Other
245,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
246,REU,Réunion,0,Other
247,VCT,Saint Vincent and the Grenadines,0,Other
248,JEY,Jersey,0,Other
249,SSD,South Sudan,0,Other
250,GBR,United Kingdom,0,Other
251,SGS,South Georgia and the South Sandwich Islands,0,Other
252,ATF,French Southern Territories,0,Other
253,ATA,Antarctica,0,Other
254,COD,"Congo, The Democratic Republic of the",0,Other
