,country_code,Country,Total,Geographical region
76,GMB,"Gambia, The",55,Africa Sub-Saharan
77,GEO,Georgia,370,Europe Other
78,DEU,Germany,1,EU 14
79,GHA,Ghana,1088,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,22,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,17,America Central and South
87,GIN,Guinea,23,Africa Sub-Saharan
88,GNB,Guinea-Bissau,1,Africa Sub-Saharan
89,GUY,Guyana,57,America Central and South
90,HTI,Haiti,5,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,11,America Central and South
93,HKG,Hong Kong,476,Asia East
94,HUN,Hungary,1,EU 8
95,ISL,Iceland,3,Europe Other
96,IND,India,52835,Asia South
97,IDN,Indonesia,2430,Asia South East
98,IRN,Iran,981,Middle East
99,IRQ,Iraq,86,Middle East
100,IRL,Ireland,1,EU 14
101,ISR,Israel,553,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,42,Africa Sub-Saharan
104,JAM,Jamaica,792,America Central and South
105,JPN,Japan,4234,Asia East
106,JOR,Jordan,261,Middle East
107,KAZ,Kazakhstan,395,Asia Central
108,KEN,Kenya,859,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,41,Middle East
111,KGZ,Kyrgyzstan,26,Asia Central
112,LAO,Laos,0,Asia South East
113,LVA,Latvia,5,EU 8
114,LBN,Lebanon,403,Middle East
115,LSO,Lesotho,24,Africa Sub-Saharan
116,LBR,Liberia,4,Africa Sub-Saharan
117,LBY,Libya,110,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,3,Asia East
122,MKD,Macedonia,154,Europe Other
123,MDG,Madagascar,14,Africa Sub-Saharan
124,MWI,Malawi,131,Africa Sub-Saharan
125,MYS,Malaysia,1700,Asia South East
126,MDV,Maldives,9,Asia South
127,MLI,Mali,92,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,7,Africa North
132,MUS,Mauritius,280,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,374,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,269,Europe Other
137,MCO,Monaco,3,Europe Other
138,MNG,Mongolia,36,Asia East
139,MNE,Montenegro,3,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,536,Africa North
142,MOZ,Mozambique,20,Africa Sub-Saharan
143,MMR,Myanmar,156,Asia South East
144,NAM,Namibia,108,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,716,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,7924,Oceania
151,NIC,Nicaragua,6,America Central and South
152,NER,Niger,50,Africa Sub-Saharan
153,NGA,Nigeria,2811,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,0,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,52,Middle East
160,PAK,Pakistan,3455,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,6,America Central and South
163,PNG,Papua New Guinea,4,Oceania
164,PRY,Paraguay,17,America Central and South
165,PER,Peru,96,America Central and South
166,PHL,Philippines,7372,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,32,Middle East
172,ROU,Romania,2,EU 2
173,RUS,Russia,6329,Europe Other
174,RWA,Rwanda,24,Africa Sub-Saharan
175,WSM,Samoa,5,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,1,Africa Sub-Saharan
178,SAU,Saudi Arabia,227,Middle East
179,SEN,Senegal,138,Africa Sub-Saharan
180,SRB,Serbia,29,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,49,Africa Sub-Saharan
183,SLE,Sierra Leone,33,Africa Sub-Saharan
184,SGP,Singapore,459,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,0,Oceania
188,SOM,Somalia,3,Africa Sub-Saharan
189,ZAF,South Africa,14573,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,741,Asia East
192,ESP,Spain,1,EU 14
193,LKA,Sri Lanka,1976,Asia South
194,KNA,St. Kitts and Nevis,2,America Central and South
195,LCA,St. Lucia,42,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,446,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,4,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,35,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,186,Middle East
206,TWN,Taiwan,770,Asia East
207,TJK,Tajikistan,10,Asia Central
208,TZA,Tanzania,164,Africa Sub-Saharan
209,THA,Thailand,908,Asia South East
210,TGO,Togo,7,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,10,Oceania
213,TTO,Trinidad and Tobago,409,America Central and South
214,TUN,Tunisia,171,Africa North
215,TUR,Turkey,2570,Europe Other
216,TKM,Turkmenistan,23,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,428,Africa Sub-Saharan
220,UKR,Ukraine,2275,Europe Other
221,ARE,United Arab Emirates,43,Middle East
222,USA,United States,13342,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,32,America Central and South
225,UZB,Uzbekistan,127,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,179,America Central and South
229,VNM,Vietnam,281,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,132,Middle East
233,ZMB,Zambia,273,Africa Sub-Saharan
234,ZWE,Zimbabwe,949,Africa Sub-Saharan
235,PSE,the State of Palestine,75,Middle East
236,REU,Réunion,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SSD,South Sudan,0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,JEY,Jersey,0,Other
241,CUW,Curaçao,0,Other
242,SGS,South Georgia and the South Sandwich Islands,0,Other
243,COD,"Congo, The Democratic Republic of the",0,Other
244,GGY,Guernsey,0,Other
245,GBR,United Kingdom,0,Other
246,IOT,British Indian Ocean Territory,0,Other
247,UMI,United States Minor Outlying Islands,0,Other
248,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
249,ATA,Antarctica,0,Other
250,BVT,Bouvet Island,0,Other
251,SXM,Sint Maarten (Dutch part),0,Other
252,IMN,Isle of Man,0,Other
253,ALA,Åland Islands,0,Other
254,ATF,French Southern Territories,0,Other
