,country_code,Country,Total,Geographical region
53,CYP,Cyprus,10,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,0,EU 8
56,DNK,Denmark,0,EU 14
57,DJI,Djibouti,0,Africa Sub-Saharan
58,DMA,Dominica,34,America Central and South
59,DOM,Dominican Republic,22,America Central and South
60,TLS,East Timor,0,Asia South East
61,ECU,Ecuador,96,America Central and South
62,EGY,Egypt,1559,Africa North
63,SLV,El Salvador,14,America Central and South
64,GNQ,Equatorial Guinea,1,Africa Sub-Saharan
65,ERI,Eritrea,454,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,649,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,38,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,0,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,10,Africa Sub-Saharan
76,GMB,"Gambia, The",68,Africa Sub-Saharan
77,GEO,Georgia,157,Europe Other
78,DEU,Germany,2,EU 14
79,GHA,Ghana,2384,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,26,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,8,America Central and South
87,GIN,Guinea,19,Africa Sub-Saharan
88,GNB,Guinea-Bissau,4,Africa Sub-Saharan
89,GUY,Guyana,93,America Central and South
90,HTI,Haiti,5,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,14,America Central and South
93,HKG,Hong Kong,635,Asia East
94,HUN,Hungary,1,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,65479,Asia South
97,IDN,Indonesia,2535,Asia South East
98,IRN,Iran,632,Middle East
99,IRQ,Iraq,110,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,669,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,32,Africa Sub-Saharan
104,JAM,Jamaica,940,America Central and South
105,JPN,Japan,4560,Asia East
106,JOR,Jordan,213,Middle East
107,KAZ,Kazakhstan,417,Asia Central
108,KEN,Kenya,975,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,61,Middle East
111,KGZ,Kyrgyzstan,63,Asia Central
112,LAO,Laos,0,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,461,Middle East
115,LSO,Lesotho,80,Africa Sub-Saharan
116,LBR,Liberia,5,Africa Sub-Saharan
117,LBY,Libya,88,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,3,Asia East
122,MKD,Macedonia,283,Europe Other
123,MDG,Madagascar,11,Africa Sub-Saharan
124,MWI,Malawi,183,Africa Sub-Saharan
125,MYS,Malaysia,1761,Asia South East
126,MDV,Maldives,17,Asia South
127,MLI,Mali,65,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,5,Africa North
132,MUS,Mauritius,308,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,562,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,1632,Europe Other
137,MCO,Monaco,1,Europe Other
138,MNG,Mongolia,37,Asia East
139,MNE,Montenegro,0,Europe Other
140,MSR,Montserrat (British),1,Other
141,MAR,Morocco,610,Africa North
142,MOZ,Mozambique,17,Africa Sub-Saharan
143,MMR,Myanmar,93,Asia South East
144,NAM,Namibia,65,Africa Sub-Saharan
145,NRU,Nauru,1,Oceania
146,NPL,Nepal,1179,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,9411,Oceania
151,NIC,Nicaragua,2,America Central and South
152,NER,Niger,36,Africa Sub-Saharan
153,NGA,Nigeria,4924,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,2,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,3,Europe Other
159,OMN,Oman,23,Middle East
160,PAK,Pakistan,4568,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,15,America Central and South
163,PNG,Papua New Guinea,4,Oceania
164,PRY,Paraguay,15,America Central and South
165,PER,Peru,172,America Central and South
166,PHL,Philippines,15456,Asia South East
167,PCN,Pitcairn Islands (British),1,Other
168,POL,Poland,1,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,21,Middle East
172,ROU,Romania,4793,EU 2
173,RUS,Russia,7513,Europe Other
174,RWA,Rwanda,23,Africa Sub-Saharan
175,WSM,Samoa,25,Oceania
176,SMR,San Marino,1,Europe Other
177,STP,Sao Tome and Principe,2,Africa Sub-Saharan
178,SAU,Saudi Arabia,571,Middle East
179,SEN,Senegal,142,Africa Sub-Saharan
180,SRB,Serbia,0,Europe Other
181,MNE,Serbia and Montenegro,604,Europe Other
182,SYC,Seychelles,77,Africa Sub-Saharan
183,SLE,Sierra Leone,64,Africa Sub-Saharan
184,SGP,Singapore,689,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,3,Oceania
188,SOM,Somalia,6,Africa Sub-Saharan
189,ZAF,South Africa,17455,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,1479,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,2578,Asia South
194,KNA,St. Kitts and Nevis,2,America Central and South
195,LCA,St. Lucia,92,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,530,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,3,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,31,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,207,Middle East
206,TWN,Taiwan,360,Asia East
207,TJK,Tajikistan,22,Asia Central
208,TZA,Tanzania,203,Africa Sub-Saharan
209,THA,Thailand,1167,Asia South East
210,TGO,Togo,9,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,16,Oceania
213,TTO,Trinidad and Tobago,589,America Central and South
214,TUN,Tunisia,187,Africa North
215,TUR,Turkey,2435,Europe Other
216,TKM,Turkmenistan,29,Asia Central
217,TCA,Turks and Caicos Islands (British),1,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,325,Africa Sub-Saharan
220,UKR,Ukraine,8333,Europe Other
221,ARE,United Arab Emirates,28,Middle East
222,USA,United States,13640,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,28,America Central and South
225,UZB,Uzbekistan,150,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,262,America Central and South
229,VNM,Vietnam,99,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,142,Middle East
233,ZMB,Zambia,520,Africa Sub-Saharan
234,ZWE,Zimbabwe,1874,Africa Sub-Saharan
235,PSE,the State of Palestine,42,Middle East
236,REU,Réunion,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SSD,South Sudan,0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,JEY,Jersey,0,Other
241,CUW,Curaçao,0,Other
242,SGS,South Georgia and the South Sandwich Islands,0,Other
243,COD,"Congo, The Democratic Republic of the",0,Other
244,GGY,Guernsey,0,Other
245,GBR,United Kingdom,0,Other
246,IOT,British Indian Ocean Territory,0,Other
247,UMI,United States Minor Outlying Islands,0,Other
248,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
249,ATA,Antarctica,0,Other
250,BVT,Bouvet Island,0,Other
251,SXM,Sint Maarten (Dutch part),0,Other
252,IMN,Isle of Man,0,Other
253,ALA,Åland Islands,0,Other
254,ATF,French Southern Territories,0,Other
