,country_code,Country,Total,Geographical region
50,CRI,Costa Rica,114,America Central and South
51,HRV,Croatia,4,EU Other
52,CUB,Cuba,1963,America Central and South
53,CYP,Cyprus,231,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,1,EU 8
56,DNK,Denmark,0,EU 14
57,DJI,Djibouti,126,Africa Sub-Saharan
58,DMA,Dominica,37,America Central and South
59,DOM,Dominican Republic,1903,America Central and South
60,TLS,East Timor,8,Asia South East
61,ECU,Ecuador,4237,America Central and South
62,EGY,Egypt,38225,Africa North
63,SLV,El Salvador,56,America Central and South
64,GNQ,Equatorial Guinea,90,Africa Sub-Saharan
65,ERI,Eritrea,985,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,3106,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,1046,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,1,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,298,Africa Sub-Saharan
76,GMB,"Gambia, The",1679,Africa Sub-Saharan
77,GEO,Georgia,4748,Europe Other
78,DEU,Germany,2,EU 14
79,GHA,Ghana,18876,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,64,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,46,America Central and South
87,GIN,Guinea,479,Africa Sub-Saharan
88,GNB,Guinea-Bissau,141,Africa Sub-Saharan
89,GUY,Guyana,908,America Central and South
90,HTI,Haiti,258,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,57,America Central and South
93,HKG,Hong Kong,12063,Asia East
94,HUN,Hungary,1,EU 8
95,ISL,Iceland,2,Europe Other
96,IND,India,455732,Asia South
97,IDN,Indonesia,38007,Asia South East
98,IRN,Iran,10613,Middle East
99,IRQ,Iraq,4971,Middle East
100,IRL,Ireland,1,EU 14
101,ISR,Israel,951,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,1664,Africa Sub-Saharan
104,JAM,Jamaica,6599,America Central and South
105,JPN,Japan,9468,Asia East
106,JOR,Jordan,14164,Middle East
107,KAZ,Kazakhstan,15572,Asia Central
108,KEN,Kenya,15185,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,91408,Middle East
111,KGZ,Kyrgyzstan,883,Asia Central
112,LAO,Laos,523,Asia South East
113,LVA,Latvia,8,EU 8
114,LBN,Lebanon,16419,Middle East
115,LSO,Lesotho,261,Africa Sub-Saharan
116,LBR,Liberia,316,Africa Sub-Saharan
117,LBY,Libya,2621,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,300,Asia East
122,MKD,Macedonia,3175,Europe Other
123,MDG,Madagascar,434,Africa Sub-Saharan
124,MWI,Malawi,1670,Africa Sub-Saharan
125,MYS,Malaysia,11597,Asia South East
126,MDV,Maldives,119,Asia South
127,MLI,Mali,372,Africa Sub-Saharan
128,MLT,Malta,1,EU Other
129,MHL,Marshall Islands,1,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,218,Africa North
132,MUS,Mauritius,764,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,2452,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,1321,Europe Other
137,MCO,Monaco,13,Europe Other
138,MNG,Mongolia,1801,Asia East
139,MNE,Montenegro,1096,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,16262,Africa North
142,MOZ,Mozambique,1006,Africa Sub-Saharan
143,MMR,Myanmar,2544,Asia South East
144,NAM,Namibia,135,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,9107,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,8098,Oceania
151,NIC,Nicaragua,34,America Central and South
152,NER,Niger,137,Africa Sub-Saharan
153,NGA,Nigeria,103674,Africa Sub-Saharan
154,NIU,Niue,1,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,15,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,4797,Middle East
160,PAK,Pakistan,62811,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,69,America Central and South
163,PNG,Papua New Guinea,23,Oceania
164,PRY,Paraguay,56,America Central and South
165,PER,Peru,7677,America Central and South
166,PHL,Philippines,58985,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,11036,Middle East
172,ROU,Romania,1,EU 2
173,RUS,Russia,122262,Europe Other
174,RWA,Rwanda,871,Africa Sub-Saharan
175,WSM,Samoa,14,Oceania
176,SMR,San Marino,3,Europe Other
177,STP,Sao Tome and Principe,74,Africa Sub-Saharan
178,SAU,Saudi Arabia,121652,Middle East
179,SEN,Senegal,1328,Africa Sub-Saharan
180,SRB,Serbia,11858,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,129,Africa Sub-Saharan
183,SLE,Sierra Leone,1908,Africa Sub-Saharan
184,SGP,Singapore,3813,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,3,Oceania
188,SOM,Somalia,727,Africa Sub-Saharan
189,ZAF,South Africa,99398,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,8564,Asia East
192,ESP,Spain,1,EU 14
193,LKA,Sri Lanka,22687,Asia South
194,KNA,St. Kitts and Nevis,87,America Central and South
195,LCA,St. Lucia,122,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,4103,Africa North
199,SDN,Sudan (South),248,Africa Sub-Saharan
200,SUR,Surinam,114,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,353,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,1,Europe Other
205,SYR,Syria,5918,Middle East
206,TWN,Taiwan,5160,Asia East
207,TJK,Tajikistan,313,Asia Central
208,TZA,Tanzania,4957,Africa Sub-Saharan
209,THA,Thailand,66837,Asia South East
210,TGO,Togo,279,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,27,Oceania
213,TTO,Trinidad and Tobago,493,America Central and South
214,TUN,Tunisia,5776,Africa North
215,TUR,Turkey,103151,Europe Other
216,TKM,Turkmenistan,800,Asia Central
217,TCA,Turks and Caicos Islands (British),1,Other
218,TUV,Tuvalu,2,Oceania
219,UGA,Uganda,5159,Africa Sub-Saharan
220,UKR,Ukraine,31626,Europe Other
221,ARE,United Arab Emirates,8780,Middle East
222,USA,United States,36622,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,108,America Central and South
225,UZB,Uzbekistan,2583,Asia Central
226,VUT,Vanuatu,3,Oceania
227,VAT,Vatican City,1,Europe Other
228,VEN,Venezuela,10420,America Central and South
229,VNM,Vietnam,15395,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,1081,Middle East
233,ZMB,Zambia,3495,Africa Sub-Saharan
234,ZWE,Zimbabwe,8021,Africa Sub-Saharan
235,PSE,the State of Palestine,2808,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
