,country_code,Country,Total,Geographical region
122,MKD,Macedonia,3548,Europe Other
123,MDG,Madagascar,430,Africa Sub-Saharan
124,MWI,Malawi,3480,Africa Sub-Saharan
125,MYS,Malaysia,10338,Asia South East
126,MDV,Maldives,114,Asia South
127,MLI,Mali,538,Africa Sub-Saharan
128,MLT,Malta,1,EU Other
129,MHL,Marshall Islands,1,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,278,Africa North
132,MUS,Mauritius,2726,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,2516,America Central and South
135,FSM,Micronesia,2,Oceania
136,MDA,Moldova,3122,Europe Other
137,MCO,Monaco,6,Europe Other
138,MNG,Mongolia,2687,Asia East
139,MNE,Montenegro,7,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,11210,Africa North
142,MOZ,Mozambique,659,Africa Sub-Saharan
143,MMR,Myanmar,2344,Asia South East
144,NAM,Namibia,170,Africa Sub-Saharan
145,NRU,Nauru,2,Oceania
146,NPL,Nepal,13299,Asia South
147,NLD,Netherlands,3,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,11126,Oceania
151,NIC,Nicaragua,29,America Central and South
152,NER,Niger,237,Africa Sub-Saharan
153,NGA,Nigeria,117557,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,20,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,1,Europe Other
159,OMN,Oman,7323,Middle East
160,PAK,Pakistan,126858,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,63,America Central and South
163,PNG,Papua New Guinea,16,Oceania
164,PRY,Paraguay,62,America Central and South
165,PER,Peru,5830,America Central and South
166,PHL,Philippines,47841,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,8,EU 8
169,PRT,Portugal,1,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,12303,Middle East
172,ROU,Romania,45,EU 2
173,RUS,Russia,158734,Europe Other
174,RWA,Rwanda,793,Africa Sub-Saharan
175,WSM,Samoa,14,Oceania
176,SMR,San Marino,3,Europe Other
177,STP,Sao Tome and Principe,113,Africa Sub-Saharan
178,SAU,Saudi Arabia,47744,Middle East
179,SEN,Senegal,2199,Africa Sub-Saharan
180,SRB,Serbia,391,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,188,Africa Sub-Saharan
183,SLE,Sierra Leone,4592,Africa Sub-Saharan
184,SGP,Singapore,2055,Asia South East
185,SVK,Slovakia,2,EU 8
186,SVN,Slovenia,3,EU 8
187,SLB,Solomon Islands,10,Oceania
188,SOM,Somalia,3261,Africa Sub-Saharan
189,ZAF,South Africa,17276,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,9448,Asia East
192,ESP,Spain,7,EU 14
193,LKA,Sri Lanka,32117,Asia South
194,KNA,St. Kitts and Nevis,21,America Central and South
195,LCA,St. Lucia,226,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,8681,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,236,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,72,Africa Sub-Saharan
203,SWE,Sweden,2,EU 14
204,CHE,Switzerland,4,Europe Other
205,SYR,Syria,5540,Middle East
206,TWN,Taiwan,37033,Asia East
207,TJK,Tajikistan,344,Asia Central
208,TZA,Tanzania,7336,Africa Sub-Saharan
209,THA,Thailand,41564,Asia South East
210,TGO,Togo,435,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,24,Oceania
213,TTO,Trinidad and Tobago,1396,America Central and South
214,TUN,Tunisia,4822,Africa North
215,TUR,Turkey,80016,Europe Other
216,TKM,Turkmenistan,1042,Asia Central
217,TCA,Turks and Caicos Islands (British),1,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,7228,Africa Sub-Saharan
220,UKR,Ukraine,36313,Europe Other
221,ARE,United Arab Emirates,19719,Middle East
222,USA,United States,34192,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,76,America Central and South
225,UZB,Uzbekistan,3034,Asia Central
226,VUT,Vanuatu,5,Oceania
227,VAT,Vatican City,12,Europe Other
228,VEN,Venezuela,1325,America Central and South
229,VNM,Vietnam,7657,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,3439,Middle East
233,ZMB,Zambia,5329,Africa Sub-Saharan
234,ZWE,Zimbabwe,12329,Africa Sub-Saharan
235,PSE,the State of Palestine,1984,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
