,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,21,Asia Central
1,ALB,Albania,75,Europe Other
2,DZA,Algeria,106,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,3,Europe Other
5,AGO,Angola,37,Africa Sub-Saharan
6,AIA,Anguilla (British),0,Other
7,ATG,Antigua and Barbuda,2,America Central and South
8,ARG,Argentina,385,America Central and South
9,ARM,Armenia,39,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,15336,Oceania
12,AUT,Austria,0,EU 14
13,AZE,Azerbaijan,174,Europe Other
14,BHS,"Bahamas, The",12,America Central and South
15,BHR,Bahrain,52,Middle East
16,BGD,Bangladesh,461,Asia South
17,BRB,Barbados,32,America Central and South
18,BLR,Belarus,210,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,2,America Central and South
21,BEN,Benin,17,Africa Sub-Saharan
22,BMU,Bermuda (British),0,Other
23,BTN,Bhutan,3,Asia South
24,BOL,Bolivia,23,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,43,Europe Other
27,BWA,Botswana,44,Africa Sub-Saharan
28,BRA,Brazil,1425,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,26,Asia South East
31,BGR,Bulgaria,0,EU 2
32,BFA,Burkina,5,Africa Sub-Saharan
33,BDI,Burundi,1,Africa Sub-Saharan
34,KHM,Cambodia,8,Asia South East
35,CMR,Cameroon,61,Africa Sub-Saharan
36,CAN,Canada,5801,America North
37,CPV,Cape Verde,3,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,1,Africa Sub-Saharan
40,TCD,Chad,2,Africa Sub-Saharan
41,CHL,Chile,167,America Central and South
42,CHN,China,5339,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,508,America Central and South
46,COM,Comoros,4,Africa Sub-Saharan
47,COG,Congo,0,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),28,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,36,America Central and South
51,HRV,Croatia,1,EU Other
52,CUB,Cuba,258,America Central and South
53,CYP,Cyprus,0,EU Other
54,CYP,Cyprus (Northern part of),14,Europe Other
55,CZE,Czech Republic,0,EU 8
56,DNK,Denmark,0,EU 14
57,DJI,Djibouti,6,Africa Sub-Saharan
58,DMA,Dominica,26,America Central and South
59,DOM,Dominican Republic,77,America Central and South
60,TLS,East Timor,0,Asia South East
61,ECU,Ecuador,106,America Central and South
62,EGY,Egypt,2201,Africa North
63,SLV,El Salvador,8,America Central and South
64,GNQ,Equatorial Guinea,0,Africa Sub-Saharan
65,ERI,Eritrea,139,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,291,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,30,Oceania
71,FIN,Finland,2,EU 14
72,FRA,France,1,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,6,Africa Sub-Saharan
76,GMB,"Gambia, The",9,Africa Sub-Saharan
77,GEO,Georgia,72,Europe Other
78,DEU,Germany,0,EU 14
79,GHA,Ghana,340,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,11,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,8,America Central and South
87,GIN,Guinea,3,Africa Sub-Saharan
