,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,4404,Asia Central
1,ALB,Albania,5589,Europe Other
2,DZA,Algeria,11072,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,3,Europe Other
5,AGO,Angola,2859,Africa Sub-Saharan
6,AIA,Anguilla (British),1,Other
7,ATG,Antigua and Barbuda,28,America Central and South
8,ARG,Argentina,762,America Central and South
9,ARM,Armenia,1830,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,23555,Oceania
12,AUT,Austria,0,EU 14
13,AZE,Azerbaijan,4871,Europe Other
14,BHS,"Bahamas, The",109,America Central and South
15,BHR,Bahrain,7828,Middle East
16,BGD,Bangladesh,40393,Asia South
17,BRB,Barbados,226,America Central and South
18,BLR,Belarus,8347,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,34,America Central and South
21,BEN,Benin,458,Africa Sub-Saharan
22,BMU,Bermuda (British),0,Other
23,BTN,Bhutan,145,Asia South
24,BOL,Bolivia,933,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,3435,Europe Other
27,BWA,Botswana,380,Africa Sub-Saharan
28,BRA,Brazil,5879,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,1224,Asia South East
31,BGR,Bulgaria,9,EU 2
32,BFA,Burkina,273,Africa Sub-Saharan
33,BDI,Burundi,231,Africa Sub-Saharan
34,KHM,Cambodia,500,Asia South East
35,CMR,Cameroon,4283,Africa Sub-Saharan
36,CAN,Canada,10691,America North
37,CPV,Cape Verde,114,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,64,Africa Sub-Saharan
40,TCD,Chad,80,Africa Sub-Saharan
41,CHL,Chile,724,America Central and South
42,CHN,China,161529,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,19551,America Central and South
46,COM,Comoros,42,Africa Sub-Saharan
47,COG,Congo,864,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),2603,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,78,America Central and South
51,HRV,Croatia,425,EU Other
52,CUB,Cuba,1624,America Central and South
53,CYP,Cyprus,526,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,0,EU 8
56,DNK,Denmark,1,EU 14
57,DJI,Djibouti,111,Africa Sub-Saharan
58,DMA,Dominica,49,America Central and South
59,DOM,Dominican Republic,1298,America Central and South
60,TLS,East Timor,17,Asia South East
61,ECU,Ecuador,2961,America Central and South
62,EGY,Egypt,32072,Africa North
63,SLV,El Salvador,37,America Central and South
64,GNQ,Equatorial Guinea,151,Africa Sub-Saharan
65,ERI,Eritrea,1289,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,3415,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,1181,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,2,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,290,Africa Sub-Saharan
76,GMB,"Gambia, The",3032,Africa Sub-Saharan
77,GEO,Georgia,4585,Europe Other
78,DEU,Germany,2,EU 14
79,GHA,Ghana,18857,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,1,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,89,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,55,America Central and South
87,GIN,Guinea,718,Africa Sub-Saharan
88,GNB,Guinea-Bissau,113,Africa Sub-Saharan
89,GUY,Guyana,1082,America Central and South
90,HTI,Haiti,201,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,46,America Central and South
93,HKG,Hong Kong,7077,Asia East
94,HUN,Hungary,1,EU 8
95,ISL,Iceland,6,Europe Other
96,IND,India,406937,Asia South
97,IDN,Indonesia,20627,Asia South East
98,IRN,Iran,22094,Middle East
99,IRQ,Iraq,9264,Middle East
100,IRL,Ireland,1,EU 14
101,ISR,Israel,1119,Middle East
102,ITA,Italy,4,EU 14
103,CIV,Ivory Coast,1837,Africa Sub-Saharan
104,JAM,Jamaica,8592,America Central and South
105,JPN,Japan,10074,Asia East
106,JOR,Jordan,11739,Middle East
107,KAZ,Kazakhstan,12694,Asia Central
108,KEN,Kenya,14384,Africa Sub-Saharan
109,KIR,Kiribati,1,Oceania
110,KWT,Kuwait,44468,Middle East
111,KGZ,Kyrgyzstan,942,Asia Central
112,LAO,Laos,144,Asia South East
113,LVA,Latvia,16,EU 8
114,LBN,Lebanon,11288,Middle East
115,LSO,Lesotho,213,Africa Sub-Saharan
116,LBR,Liberia,359,Africa Sub-Saharan
117,LBY,Libya,15602,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,3,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,142,Asia East
122,MKD,Macedonia,3253,Europe Other
123,MDG,Madagascar,352,Africa Sub-Saharan
124,MWI,Malawi,2159,Africa Sub-Saharan
125,MYS,Malaysia,8941,Asia South East
126,MDV,Maldives,98,Asia South
127,MLI,Mali,452,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,135,Africa North
132,MUS,Mauritius,1933,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,1835,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,1594,Europe Other
137,MCO,Monaco,2,Europe Other
138,MNG,Mongolia,1817,Asia East
