,country_code,Country,Total,Geographical region
76,GMB,"Gambia, The",365,Africa Sub-Saharan
77,GEO,Georgia,428,Europe Other
78,DEU,Germany,0,EU 14
79,GHA,Ghana,913,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,1,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,36,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,15,America Central and South
87,GIN,Guinea,37,Africa Sub-Saharan
88,GNB,Guinea-Bissau,0,Africa Sub-Saharan
89,GUY,Guyana,38,America Central and South
90,HTI,Haiti,7,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,6,America Central and South
93,HKG,Hong Kong,6032,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,64223,Asia South
97,IDN,Indonesia,873,Asia South East
98,IRN,Iran,2330,Middle East
99,IRQ,Iraq,856,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,287,Middle East
102,ITA,Italy,2,EU 14
103,CIV,Ivory Coast,77,Africa Sub-Saharan
104,JAM,Jamaica,142,America Central and South
105,JPN,Japan,4590,Asia East
106,JOR,Jordan,1031,Middle East
107,KAZ,Kazakhstan,2108,Asia Central
108,KEN,Kenya,998,Africa Sub-Saharan
109,KIR,Kiribati,1,Oceania
110,KWT,Kuwait,1460,Middle East
111,KGZ,Kyrgyzstan,185,Asia Central
112,LAO,Laos,5,Asia South East
113,LVA,Latvia,1,EU 8
114,LBN,Lebanon,271,Middle East
115,LSO,Lesotho,13,Africa Sub-Saharan
116,LBR,Liberia,9,Africa Sub-Saharan
117,LBY,Libya,5194,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,130,Asia East
122,MKD,Macedonia,157,Europe Other
123,MDG,Madagascar,13,Africa Sub-Saharan
124,MWI,Malawi,232,Africa Sub-Saharan
125,MYS,Malaysia,7041,Asia South East
126,MDV,Maldives,63,Asia South
127,MLI,Mali,24,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,11,Africa North
132,MUS,Mauritius,885,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,1136,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,97,Europe Other
137,MCO,Monaco,2,Europe Other
138,MNG,Mongolia,349,Asia East
139,MNE,Montenegro,49,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,431,Africa North
142,MOZ,Mozambique,31,Africa Sub-Saharan
143,MMR,Myanmar,659,Asia South East
144,NAM,Namibia,39,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,12386,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,195,Oceania
151,NIC,Nicaragua,6,America Central and South
152,NER,Niger,7,Africa Sub-Saharan
153,NGA,Nigeria,12237,Africa Sub-Saharan
154,NIU,Niue,1,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,3,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,1115,Middle East
160,PAK,Pakistan,13747,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,27,America Central and South
163,PNG,Papua New Guinea,11,Oceania
164,PRY,Paraguay,6,America Central and South
165,PER,Peru,285,America Central and South
166,PHL,Philippines,8180,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,1082,Middle East
172,ROU,Romania,0,EU 2
173,RUS,Russia,3198,Europe Other
174,RWA,Rwanda,56,Africa Sub-Saharan
175,WSM,Samoa,0,Oceania
176,SMR,San Marino,1,Europe Other
177,STP,Sao Tome and Principe,2,Africa Sub-Saharan
178,SAU,Saudi Arabia,17862,Middle East
179,SEN,Senegal,120,Africa Sub-Saharan
180,SRB,Serbia,251,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,62,Africa Sub-Saharan
183,SLE,Sierra Leone,146,Africa Sub-Saharan
184,SGP,Singapore,1532,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,2,Oceania
188,SOM,Somalia,3,Africa Sub-Saharan
189,ZAF,South Africa,518,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,6262,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,6312,Asia South
194,KNA,St. Kitts and Nevis,11,America Central and South
195,LCA,St. Lucia,68,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,328,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,1,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,13,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,547,Middle East
206,TWN,Taiwan,3908,Asia East
207,TJK,Tajikistan,44,Asia Central
208,TZA,Tanzania,640,Africa Sub-Saharan
209,THA,Thailand,4791,Asia South East
210,TGO,Togo,12,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,4,Oceania
213,TTO,Trinidad and Tobago,392,America Central and South
214,TUN,Tunisia,94,Africa North
215,TUR,Turkey,5998,Europe Other
216,TKM,Turkmenistan,358,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,488,Africa Sub-Saharan
220,UKR,Ukraine,870,Europe Other
221,ARE,United Arab Emirates,1148,Middle East
222,USA,United States,15291,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,25,America Central and South
225,UZB,Uzbekistan,238,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,460,America Central and South
229,VNM,Vietnam,2104,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,229,Middle East
233,ZMB,Zambia,272,Africa Sub-Saharan
234,ZWE,Zimbabwe,259,Africa Sub-Saharan
235,PSE,the State of Palestine,238,Middle East
236,IMN,Isle of Man,0,Other
237,BLM,Saint Barthélemy,0,Other
238,UMI,United States Minor Outlying Islands,0,Other
239,CUW,Curaçao,0,Other
240,BVT,Bouvet Island,0,Other
241,ALA,Åland Islands,0,Other
242,GGY,Guernsey,0,Other
243,SXM,Sint Maarten (Dutch part),0,Other
244,IOT,British Indian Ocean Territory,0,Other
245,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
246,REU,Réunion,0,Other
247,VCT,Saint Vincent and the Grenadines,0,Other
248,JEY,Jersey,0,Other
249,SSD,South Sudan,0,Other
250,GBR,United Kingdom,0,Other
251,SGS,South Georgia and the South Sandwich Islands,0,Other
252,ATF,French Southern Territories,0,Other
253,ATA,Antarctica,0,Other
254,COD,"Congo, The Democratic Republic of the",0,Other
