,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,3306,Asia Central
1,ALB,Albania,4488,Europe Other
2,DZA,Algeria,5047,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,2,Europe Other
5,AGO,Angola,1121,Africa Sub-Saharan
6,AIA,Anguilla (British),1,Other
7,ATG,Antigua and Barbuda,17,America Central and South
8,ARG,Argentina,69,America Central and South
9,ARM,Armenia,217,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,3059,Oceania
12,AUT,Austria,1,EU 14
13,AZE,Azerbaijan,649,Europe Other
14,BHS,"Bahamas, The",14,America Central and South
15,BHR,Bahrain,110,Middle East
16,BGD,Bangladesh,19749,Asia South
17,BRB,Barbados,88,America Central and South
18,BLR,Belarus,987,Europe Other
19,BEL,Belgium,2,EU 14
20,BLZ,Belize,8,America Central and South
21,BEN,Benin,322,Africa Sub-Saharan
22,BMU,Bermuda (British),0,Other
23,BTN,Bhutan,24,Asia South
24,BOL,Bolivia,79,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,139,Europe Other
27,BWA,Botswana,419,Africa Sub-Saharan
28,BRA,Brazil,1845,America Central and South
29,VGB,British Virgin Islands,2,Other
30,BRN,Brunei,32,Asia South East
31,BGR,Bulgaria,5,EU 2
32,BFA,Burkina,96,Africa Sub-Saharan
33,BDI,Burundi,92,Africa Sub-Saharan
34,KHM,Cambodia,69,Asia South East
35,CMR,Cameroon,2952,Africa Sub-Saharan
36,CAN,Canada,1191,America North
37,CPV,Cape Verde,71,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,43,Africa Sub-Saharan
40,TCD,Chad,55,Africa Sub-Saharan
41,CHL,Chile,42,America Central and South
42,CHN,China,18683,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,2037,America Central and South
46,COM,Comoros,22,Africa Sub-Saharan
47,COG,Congo,687,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),2230,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,6,America Central and South
51,HRV,Croatia,107,EU Other
52,CUB,Cuba,247,America Central and South
53,CYP,Cyprus,86,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,39,EU 8
56,DNK,Denmark,2,EU 14
57,DJI,Djibouti,70,Africa Sub-Saharan
58,DMA,Dominica,31,America Central and South
59,DOM,Dominican Republic,191,America Central and South
60,TLS,East Timor,21,Asia South East
61,ECU,Ecuador,609,America Central and South
62,EGY,Egypt,3145,Africa North
63,SLV,El Salvador,7,America Central and South
64,GNQ,Equatorial Guinea,55,Africa Sub-Saharan
65,ERI,Eritrea,1040,Africa Sub-Saharan
66,EST,Estonia,4,EU 8
67,ETH,Ethiopia,1281,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,199,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,4,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,111,Africa Sub-Saharan
76,GMB,"Gambia, The",2880,Africa Sub-Saharan
77,GEO,Georgia,922,Europe Other
78,DEU,Germany,7,EU 14
79,GHA,Ghana,15343,Africa Sub-Saharan
80,GIB,Gibraltar (British),1,Other
81,GRC,Greece,1,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,47,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,2,America Central and South
87,GIN,Guinea,903,Africa Sub-Saharan
88,GNB,Guinea-Bissau,128,Africa Sub-Saharan
89,GUY,Guyana,332,America Central and South
90,HTI,Haiti,47,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,7,America Central and South
93,HKG,Hong Kong,464,Asia East
94,HUN,Hungary,6,EU 8
95,ISL,Iceland,10,Europe Other
96,IND,India,83229,Asia South
97,IDN,Indonesia,1463,Asia South East
98,IRN,Iran,10938,Middle East
99,IRQ,Iraq,3327,Middle East
100,IRL,Ireland,3,EU 14
101,ISR,Israel,184,Middle East
102,ITA,Italy,4,EU 14
103,CIV,Ivory Coast,888,Africa Sub-Saharan
104,JAM,Jamaica,3254,America Central and South
105,JPN,Japan,450,Asia East
106,JOR,Jordan,1112,Middle East
107,KAZ,Kazakhstan,1014,Asia Central
108,KEN,Kenya,3330,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,610,Middle East
111,KGZ,Kyrgyzstan,328,Asia Central
112,LAO,Laos,31,Asia South East
113,LVA,Latvia,16,EU 8
114,LBN,Lebanon,1192,Middle East
115,LSO,Lesotho,28,Africa Sub-Saharan
116,LBR,Liberia,256,Africa Sub-Saharan
117,LBY,Libya,2465,Africa North
118,LIE,Liechtenstein,2,Europe Other
119,LTU,Lithuania,1,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,13,Asia East
122,MKD,Macedonia,340,Europe Other
123,MDG,Madagascar,54,Africa Sub-Saharan
124,MWI,Malawi,1427,Africa Sub-Saharan
125,MYS,Malaysia,2204,Asia South East
126,MDV,Maldives,46,Asia South
127,MLI,Mali,242,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,61,Africa North
132,MUS,Mauritius,840,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,369,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,790,Europe Other
137,MCO,Monaco,0,Europe Other
138,MNG,Mongolia,1682,Asia East
139,MNE,Montenegro,22,Europe Other
140,MSR,Montserrat (British),1,Other
141,MAR,Morocco,1534,Africa North
142,MOZ,Mozambique,221,Africa Sub-Saharan
143,MMR,Myanmar,569,Asia South East
144,NAM,Namibia,152,Africa Sub-Saharan
145,NRU,Nauru,1,Oceania
146,NPL,Nepal,5756,Asia South
147,NLD,Netherlands,7,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,963,Oceania
151,NIC,Nicaragua,7,America Central and South
152,NER,Niger,82,Africa Sub-Saharan
153,NGA,Nigeria,85101,Africa Sub-Saharan
154,NIU,Niue,2,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,12,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,9,Europe Other
159,OMN,Oman,118,Middle East
160,PAK,Pakistan,77016,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,11,America Central and South
163,PNG,Papua New Guinea,2,Oceania
164,PRY,Paraguay,5,America Central and South
165,PER,Peru,503,America Central and South
166,PHL,Philippines,12973,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,8,EU 8
169,PRT,Portugal,3,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,85,Middle East
172,ROU,Romania,15,EU 2
173,RUS,Russia,9175,Europe Other
174,RWA,Rwanda,246,Africa Sub-Saharan
175,WSM,Samoa,6,Oceania
176,SMR,San Marino,3,Europe Other
177,STP,Sao Tome and Principe,62,Africa Sub-Saharan
178,SAU,Saudi Arabia,1059,Middle East
179,SEN,Senegal,969,Africa Sub-Saharan
180,SRB,Serbia,91,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,36,Africa Sub-Saharan
183,SLE,Sierra Leone,2128,Africa Sub-Saharan
184,SGP,Singapore,306,Asia South East
185,SVK,Slovakia,1,EU 8
186,SVN,Slovenia,3,EU 8
187,SLB,Solomon Islands,2,Oceania
188,SOM,Somalia,2191,Africa Sub-Saharan
189,ZAF,South Africa,2908,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,1439,Asia East
192,ESP,Spain,3,EU 14
193,LKA,Sri Lanka,9301,Asia South
194,KNA,St. Kitts and Nevis,10,America Central and South
195,LCA,St. Lucia,127,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,2445,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,37,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,47,Africa Sub-Saharan
203,SWE,Sweden,6,EU 14
204,CHE,Switzerland,6,Europe Other
205,SYR,Syria,2084,Middle East
206,TWN,Taiwan,299,Asia East
207,TJK,Tajikistan,63,Asia Central
208,TZA,Tanzania,2230,Africa Sub-Saharan
209,THA,Thailand,5017,Asia South East
210,TGO,Togo,267,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,8,Oceania
213,TTO,Trinidad and Tobago,162,America Central and South
214,TUN,Tunisia,665,Africa North
215,TUR,Turkey,8507,Europe Other
216,TKM,Turkmenistan,296,Asia Central
217,TCA,Turks and Caicos Islands (British),1,Other
218,TUV,Tuvalu,1,Oceania
