,country_code,Country,Total,Geographical region
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,78,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,12,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,0,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,10,Africa Sub-Saharan
76,GMB,"Gambia, The",87,Africa Sub-Saharan
77,GEO,Georgia,215,Europe Other
78,DEU,Germany,0,EU 14
79,GHA,Ghana,836,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,13,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,25,America Central and South
87,GIN,Guinea,7,Africa Sub-Saharan
88,GNB,Guinea-Bissau,1,Africa Sub-Saharan
89,GUY,Guyana,23,America Central and South
90,HTI,Haiti,3,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,15,America Central and South
93,HKG,Hong Kong,9432,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,12600,Asia South
97,IDN,Indonesia,2414,Asia South East
98,IRN,Iran,835,Middle East
99,IRQ,Iraq,3485,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,182,Middle East
102,ITA,Italy,1,EU 14
103,CIV,Ivory Coast,34,Africa Sub-Saharan
104,JAM,Jamaica,80,America Central and South
105,JPN,Japan,3223,Asia East
106,JOR,Jordan,1131,Middle East
107,KAZ,Kazakhstan,1691,Asia Central
108,KEN,Kenya,1033,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,2403,Middle East
111,KGZ,Kyrgyzstan,56,Asia Central
112,LAO,Laos,38,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,616,Middle East
115,LSO,Lesotho,9,Africa Sub-Saharan
116,LBR,Liberia,33,Africa Sub-Saharan
117,LBY,Libya,3685,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,225,Asia East
122,MKD,Macedonia,58,Europe Other
123,MDG,Madagascar,13,Africa Sub-Saharan
124,MWI,Malawi,154,Africa Sub-Saharan
125,MYS,Malaysia,10729,Asia South East
126,MDV,Maldives,115,Asia South
127,MLI,Mali,11,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,12,Africa North
132,MUS,Mauritius,551,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,1440,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,22,Europe Other
137,MCO,Monaco,6,Europe Other
138,MNG,Mongolia,161,Asia East
139,MNE,Montenegro,58,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,521,Africa North
142,MOZ,Mozambique,46,Africa Sub-Saharan
143,MMR,Myanmar,321,Asia South East
144,NAM,Namibia,63,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,353,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,255,Oceania
151,NIC,Nicaragua,4,America Central and South
152,NER,Niger,6,Africa Sub-Saharan
153,NGA,Nigeria,10488,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,1,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,2694,Middle East
160,PAK,Pakistan,4338,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,24,America Central and South
163,PNG,Papua New Guinea,21,Oceania
164,PRY,Paraguay,7,America Central and South
165,PER,Peru,178,America Central and South
166,PHL,Philippines,273,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,2271,Middle East
172,ROU,Romania,0,EU 2
173,RUS,Russia,4362,Europe Other
174,RWA,Rwanda,74,Africa Sub-Saharan
175,WSM,Samoa,0,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,2,Africa Sub-Saharan
178,SAU,Saudi Arabia,10435,Middle East
179,SEN,Senegal,44,Africa Sub-Saharan
180,SRB,Serbia,166,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,48,Africa Sub-Saharan
183,SLE,Sierra Leone,87,Africa Sub-Saharan
184,SGP,Singapore,3093,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,0,Oceania
188,SOM,Somalia,12,Africa Sub-Saharan
189,ZAF,South Africa,388,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,4145,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,729,Asia South
194,KNA,St. Kitts and Nevis,34,America Central and South
195,LCA,St. Lucia,36,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,216,Africa North
199,SDN,Sudan (South),31,Africa Sub-Saharan
200,SUR,Surinam,0,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,14,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,195,Middle East
206,TWN,Taiwan,3148,Asia East
207,TJK,Tajikistan,22,Asia Central
208,TZA,Tanzania,452,Africa Sub-Saharan
209,THA,Thailand,4775,Asia South East
210,TGO,Togo,8,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,9,Oceania
213,TTO,Trinidad and Tobago,327,America Central and South
214,TUN,Tunisia,97,Africa North
215,TUR,Turkey,2233,Europe Other
216,TKM,Turkmenistan,54,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,348,Africa Sub-Saharan
220,UKR,Ukraine,979,Europe Other
221,ARE,United Arab Emirates,967,Middle East
222,USA,United States,13989,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,30,America Central and South
225,UZB,Uzbekistan,253,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,198,America Central and South
229,VNM,Vietnam,2840,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,141,Middle East
233,ZMB,Zambia,259,Africa Sub-Saharan
234,ZWE,Zimbabwe,340,Africa Sub-Saharan
235,PSE,the State of Palestine,270,Middle East
236,IMN,Isle of Man,0,Other
237,BLM,Saint Barthélemy,0,Other
238,UMI,United States Minor Outlying Islands,0,Other
239,CUW,Curaçao,0,Other
240,BVT,Bouvet Island,0,Other
241,ALA,Åland Islands,0,Other
242,GGY,Guernsey,0,Other
243,SXM,Sint Maarten (Dutch part),0,Other
244,IOT,British Indian Ocean Territory,0,Other
245,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
246,REU,Réunion,0,Other
247,VCT,Saint Vincent and the Grenadines,0,Other
248,JEY,Jersey,0,Other
249,SSD,South Sudan,0,Other
250,GBR,United Kingdom,0,Other
251,SGS,South Georgia and the South Sandwich Islands,0,Other
252,ATF,French Southern Territories,0,Other
253,ATA,Antarctica,0,Other
254,COD,"Congo, The Democratic Republic of the",0,Other
