,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,88,Asia Central
1,ALB,Albania,218,Europe Other
2,DZA,Algeria,346,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,0,Europe Other
5,AGO,Angola,470,Africa Sub-Saharan
6,AIA,Anguilla (British),0,Other
7,ATG,Antigua and Barbuda,10,America Central and South
8,ARG,Argentina,123,America Central and South
9,ARM,Armenia,93,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,1303,Oceania
12,AUT,Austria,0,EU 14
13,AZE,Azerbaijan,611,Europe Other
14,BHS,"Bahamas, The",46,America Central and South
15,BHR,Bahrain,748,Middle East
16,BGD,Bangladesh,1275,Asia South
17,BRB,Barbados,97,America Central and South
18,BLR,Belarus,161,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,32,America Central and South
21,BEN,Benin,8,Africa Sub-Saharan
22,BMU,Bermuda (British),1,Other
23,BTN,Bhutan,17,Asia South
24,BOL,Bolivia,34,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,41,Europe Other
27,BWA,Botswana,213,Africa Sub-Saharan
28,BRA,Brazil,2359,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,648,Asia South East
31,BGR,Bulgaria,0,EU 2
32,BFA,Burkina,6,Africa Sub-Saharan
33,BDI,Burundi,14,Africa Sub-Saharan
34,KHM,Cambodia,90,Asia South East
35,CMR,Cameroon,256,Africa Sub-Saharan
36,CAN,Canada,3336,America North
37,CPV,Cape Verde,1,Africa Sub-Saharan
38,CYM,Cayman Islands (British),0,Other
39,CAF,Central African Republic,1,Africa Sub-Saharan
40,TCD,Chad,0,Africa Sub-Saharan
41,CHL,Chile,587,America Central and South
42,CHN,China,70751,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,870,America Central and South
46,COM,Comoros,4,Africa Sub-Saharan
47,COG,Congo,5,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),23,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,51,America Central and South
51,HRV,Croatia,0,EU Other
52,CUB,Cuba,20,America Central and South
53,CYP,Cyprus,4,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,0,EU 8
56,DNK,Denmark,0,EU 14
57,DJI,Djibouti,5,Africa Sub-Saharan
58,DMA,Dominica,19,America Central and South
59,DOM,Dominican Republic,89,America Central and South
60,TLS,East Timor,3,Asia South East
61,ECU,Ecuador,536,America Central and South
62,EGY,Egypt,1609,Africa North
63,SLV,El Salvador,20,America Central and South
64,GNQ,Equatorial Guinea,11,Africa Sub-Saharan
65,ERI,Eritrea,11,Africa Sub-Saharan
66,EST,Estonia,0,EU 8
67,ETH,Ethiopia,92,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,15,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,0,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,7,Africa Sub-Saharan
76,GMB,"Gambia, The",93,Africa Sub-Saharan
77,GEO,Georgia,186,Europe Other
78,DEU,Germany,0,EU 14
79,GHA,Ghana,881,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,30,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,25,America Central and South
87,GIN,Guinea,10,Africa Sub-Saharan
88,GNB,Guinea-Bissau,1,Africa Sub-Saharan
89,GUY,Guyana,49,America Central and South
90,HTI,Haiti,7,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,18,America Central and South
93,HKG,Hong Kong,9041,Asia East
94,HUN,Hungary,1,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,11160,Asia South
97,IDN,Indonesia,2692,Asia South East
98,IRN,Iran,776,Middle East
99,IRQ,Iraq,1101,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,162,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,56,Africa Sub-Saharan
104,JAM,Jamaica,76,America Central and South
105,JPN,Japan,3009,Asia East
106,JOR,Jordan,1188,Middle East
107,KAZ,Kazakhstan,1578,Asia Central
108,KEN,Kenya,968,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,2505,Middle East
111,KGZ,Kyrgyzstan,60,Asia Central
112,LAO,Laos,45,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,582,Middle East
115,LSO,Lesotho,15,Africa Sub-Saharan
116,LBR,Liberia,29,Africa Sub-Saharan
117,LBY,Libya,1243,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,269,Asia East
122,MKD,Macedonia,56,Europe Other
123,MDG,Madagascar,26,Africa Sub-Saharan
124,MWI,Malawi,154,Africa Sub-Saharan
125,MYS,Malaysia,9868,Asia South East
126,MDV,Maldives,101,Asia South
127,MLI,Mali,9,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,1,Oceania
