,country_code,Country,Total,Geographical region
67,ETH,Ethiopia,202,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,18,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,0,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,4,Africa Sub-Saharan
76,GMB,"Gambia, The",10,Africa Sub-Saharan
77,GEO,Georgia,99,Europe Other
78,DEU,Germany,0,EU 14
79,GHA,Ghana,348,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,5,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,7,America Central and South
87,GIN,Guinea,4,Africa Sub-Saharan
88,GNB,Guinea-Bissau,2,Africa Sub-Saharan
89,GUY,Guyana,19,America Central and South
90,HTI,Haiti,5,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,18,America Central and South
93,HKG,Hong Kong,1709,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,0,Europe Other
96,IND,India,59442,Asia South
97,IDN,Indonesia,1841,Asia South East
98,IRN,Iran,484,Middle East
99,IRQ,Iraq,256,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,495,Middle East
102,ITA,Italy,0,EU 14
103,CIV,Ivory Coast,15,Africa Sub-Saharan
104,JAM,Jamaica,555,America Central and South
105,JPN,Japan,4662,Asia East
106,JOR,Jordan,242,Middle East
107,KAZ,Kazakhstan,228,Asia Central
108,KEN,Kenya,494,Africa Sub-Saharan
109,KIR,Kiribati,2,Oceania
110,KWT,Kuwait,71,Middle East
111,KGZ,Kyrgyzstan,18,Asia Central
112,LAO,Laos,6,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,354,Middle East
115,LSO,Lesotho,8,Africa Sub-Saharan
116,LBR,Liberia,1,Africa Sub-Saharan
117,LBY,Libya,47,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,2,Asia East
122,MKD,Macedonia,33,Europe Other
123,MDG,Madagascar,12,Africa Sub-Saharan
124,MWI,Malawi,50,Africa Sub-Saharan
125,MYS,Malaysia,1010,Asia South East
126,MDV,Maldives,6,Asia South
127,MLI,Mali,48,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,1,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,12,Africa North
132,MUS,Mauritius,97,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,474,America Central and South
135,FSM,Micronesia,1,Oceania
136,MDA,Moldova,49,Europe Other
137,MCO,Monaco,3,Europe Other
138,MNG,Mongolia,37,Asia East
139,MNE,Montenegro,10,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,631,Africa North
142,MOZ,Mozambique,7,Africa Sub-Saharan
143,MMR,Myanmar,119,Asia South East
144,NAM,Namibia,16,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,585,Asia South
147,NLD,Netherlands,1,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,5723,Oceania
151,NIC,Nicaragua,4,America Central and South
152,NER,Niger,39,Africa Sub-Saharan
153,NGA,Nigeria,1447,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,1,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,94,Middle East
160,PAK,Pakistan,3209,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,1,America Central and South
163,PNG,Papua New Guinea,9,Oceania
164,PRY,Paraguay,14,America Central and South
165,PER,Peru,69,America Central and South
166,PHL,Philippines,11594,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,10,Middle East
172,ROU,Romania,0,EU 2
173,RUS,Russia,2546,Europe Other
174,RWA,Rwanda,18,Africa Sub-Saharan
175,WSM,Samoa,2,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,0,Africa Sub-Saharan
178,SAU,Saudi Arabia,526,Middle East
179,SEN,Senegal,27,Africa Sub-Saharan
180,SRB,Serbia,234,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,44,Africa Sub-Saharan
183,SLE,Sierra Leone,13,Africa Sub-Saharan
184,SGP,Singapore,564,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,1,Oceania
188,SOM,Somalia,10,Africa Sub-Saharan
189,ZAF,South Africa,3697,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,2318,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,1495,Asia South
194,KNA,St. Kitts and Nevis,58,America Central and South
195,LCA,St. Lucia,16,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,445,Africa North
199,SDN,Sudan (South),5,Africa Sub-Saharan
200,SUR,Surinam,1,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,4,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,232,Middle East
206,TWN,Taiwan,1355,Asia East
207,TJK,Tajikistan,7,Asia Central
208,TZA,Tanzania,99,Africa Sub-Saharan
209,THA,Thailand,460,Asia South East
210,TGO,Togo,4,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,14,Oceania
213,TTO,Trinidad and Tobago,78,America Central and South
214,TUN,Tunisia,154,Africa North
215,TUR,Turkey,1929,Europe Other
216,TKM,Turkmenistan,11,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,215,Africa Sub-Saharan
220,UKR,Ukraine,827,Europe Other
221,ARE,United Arab Emirates,29,Middle East
222,USA,United States,13837,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,14,America Central and South
225,UZB,Uzbekistan,48,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,128,America Central and South
229,VNM,Vietnam,243,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,62,Middle East
233,ZMB,Zambia,50,Africa Sub-Saharan
234,ZWE,Zimbabwe,725,Africa Sub-Saharan
235,PSE,the State of Palestine,66,Middle East
236,REU,Réunion,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SSD,South Sudan,0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,JEY,Jersey,0,Other
241,CUW,Curaçao,0,Other
242,SGS,South Georgia and the South Sandwich Islands,0,Other
243,COD,"Congo, The Democratic Republic of the",0,Other
244,GGY,Guernsey,0,Other
245,GBR,United Kingdom,0,Other
246,IOT,British Indian Ocean Territory,0,Other
247,UMI,United States Minor Outlying Islands,0,Other
248,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
249,ATA,Antarctica,0,Other
250,BVT,Bouvet Island,0,Other
251,SXM,Sint Maarten (Dutch part),0,Other
252,IMN,Isle of Man,0,Other
253,ALA,Åland Islands,0,Other
254,ATF,French Southern Territories,0,Other
