,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,2822,Asia Central
1,ALB,Albania,9102,Europe Other
2,DZA,Algeria,8521,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,3,Europe Other
5,AGO,Angola,3075,Africa Sub-Saharan
6,AIA,Anguilla (British),1,Other
7,ATG,Antigua and Barbuda,29,America Central and South
8,ARG,Argentina,643,America Central and South
9,ARM,Armenia,1355,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,25954,Oceania
12,AUT,Austria,0,EU 14
13,AZE,Azerbaijan,3425,Europe Other
14,BHS,"Bahamas, The",104,America Central and South
15,BHR,Bahrain,5668,Middle East
16,BGD,Bangladesh,26030,Asia South
17,BRB,Barbados,392,America Central and South
18,BLR,Belarus,11346,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,42,America Central and South
21,BEN,Benin,563,Africa Sub-Saharan
22,BMU,Bermuda (British),1,Other
23,BTN,Bhutan,143,Asia South
24,BOL,Bolivia,203,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,3691,Europe Other
27,BWA,Botswana,625,Africa Sub-Saharan
28,BRA,Brazil,7208,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,839,Asia South East
31,BGR,Bulgaria,26086,EU 2
32,BFA,Burkina,277,Africa Sub-Saharan
33,BDI,Burundi,308,Africa Sub-Saharan
34,KHM,Cambodia,273,Asia South East
35,CMR,Cameroon,5340,Africa Sub-Saharan
36,CAN,Canada,11517,America North
37,CPV,Cape Verde,213,Africa Sub-Saharan
38,CYM,Cayman Islands (British),4,Other
39,CAF,Central African Republic,61,Africa Sub-Saharan
40,TCD,Chad,148,Africa Sub-Saharan
41,CHL,Chile,733,America Central and South
42,CHN,China,124154,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,16952,America Central and South
46,COM,Comoros,51,Africa Sub-Saharan
47,COG,Congo,1239,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),5341,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,53,America Central and South
51,HRV,Croatia,16549,EU Other
52,CUB,Cuba,2504,America Central and South
53,CYP,Cyprus,1197,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,3,EU 8
56,DNK,Denmark,1,EU 14
57,DJI,Djibouti,258,Africa Sub-Saharan
58,DMA,Dominica,80,America Central and South
59,DOM,Dominican Republic,1657,America Central and South
60,TLS,East Timor,0,Asia South East
61,ECU,Ecuador,3686,America Central and South
62,EGY,Egypt,24867,Africa North
63,SLV,El Salvador,41,America Central and South
64,GNQ,Equatorial Guinea,252,Africa Sub-Saharan
65,ERI,Eritrea,1419,Africa Sub-Saharan
66,EST,Estonia,7,EU 8
67,ETH,Ethiopia,4924,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,1297,Oceania
71,FIN,Finland,0,EU 14
72,FRA,France,2,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,454,Africa Sub-Saharan
76,GMB,"Gambia, The",5230,Africa Sub-Saharan
77,GEO,Georgia,3615,Europe Other
78,DEU,Germany,4,EU 14
79,GHA,Ghana,30396,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,0,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,136,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,70,America Central and South
87,GIN,Guinea,1385,Africa Sub-Saharan
88,GNB,Guinea-Bissau,161,Africa Sub-Saharan
89,GUY,Guyana,2938,America Central and South
90,HTI,Haiti,304,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,48,America Central and South
93,HKG,Hong Kong,6714,Asia East
94,HUN,Hungary,14,EU 8
95,ISL,Iceland,6,Europe Other
96,IND,India,379338,Asia South
97,IDN,Indonesia,17859,Asia South East
98,IRN,Iran,34378,Middle East
99,IRQ,Iraq,8563,Middle East
100,IRL,Ireland,6,EU 14
101,ISR,Israel,3206,Middle East
102,ITA,Italy,2,EU 14
103,CIV,Ivory Coast,2467,Africa Sub-Saharan
104,JAM,Jamaica,10851,America Central and South
105,JPN,Japan,14711,Asia East
106,JOR,Jordan,11624,Middle East
107,KAZ,Kazakhstan,9335,Asia Central
108,KEN,Kenya,14993,Africa Sub-Saharan
109,KIR,Kiribati,2,Oceania
110,KWT,Kuwait,40685,Middle East
111,KGZ,Kyrgyzstan,816,Asia Central
112,LAO,Laos,146,Asia South East
113,LVA,Latvia,26,EU 8
114,LBN,Lebanon,12407,Middle East
115,LSO,Lesotho,105,Africa Sub-Saharan
116,LBR,Liberia,539,Africa Sub-Saharan
117,LBY,Libya,14808,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,4,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,105,Asia East
122,MKD,Macedonia,2813,Europe Other
123,MDG,Madagascar,410,Africa Sub-Saharan
124,MWI,Malawi,1452,Africa Sub-Saharan
125,MYS,Malaysia,7910,Asia South East
126,MDV,Maldives,143,Asia South
127,MLI,Mali,614,Africa Sub-Saharan
128,MLT,Malta,33,EU Other
129,MHL,Marshall Islands,2,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,302,Africa North
132,MUS,Mauritius,3592,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,2231,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,3276,Europe Other
137,MCO,Monaco,2,Europe Other
138,MNG,Mongolia,1217,Asia East
139,MNE,Montenegro,0,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,14586,Africa North
142,MOZ,Mozambique,871,Africa Sub-Saharan
143,MMR,Myanmar,2062,Asia South East
144,NAM,Namibia,313,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,11613,Asia South
147,NLD,Netherlands,8,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,11604,Oceania
151,NIC,Nicaragua,20,America Central and South
152,NER,Niger,174,Africa Sub-Saharan
153,NGA,Nigeria,138935,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,32,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,2,Europe Other
159,OMN,Oman,6733,Middle East
160,PAK,Pakistan,139920,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,64,America Central and South
163,PNG,Papua New Guinea,49,Oceania
164,PRY,Paraguay,50,America Central and South
165,PER,Peru,5071,America Central and South
166,PHL,Philippines,44538,Asia South East
167,PCN,Pitcairn Islands (British),1,Other
168,POL,Poland,6,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,8391,Middle East
172,ROU,Romania,35589,EU 2
173,RUS,Russia,139366,Europe Other
