,country_code,Country,Total,Geographical region
105,JPN,Japan,201,Asia East
106,JOR,Jordan,1341,Middle East
107,KAZ,Kazakhstan,842,Asia Central
108,KEN,Kenya,3225,Africa Sub-Saharan
109,KIR,Kiribati,1,Oceania
110,KWT,Kuwait,1177,Middle East
111,KGZ,Kyrgyzstan,268,Asia Central
112,LAO,Laos,35,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,1804,Middle East
115,LSO,Lesotho,34,Africa Sub-Saharan
116,LBR,Liberia,258,Africa Sub-Saharan
117,LBY,Libya,2509,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,4,Asia East
122,MKD,Macedonia,122,Europe Other
123,MDG,Madagascar,38,Africa Sub-Saharan
124,MWI,Malawi,882,Africa Sub-Saharan
125,MYS,Malaysia,1506,Asia South East
126,MDV,Maldives,21,Asia South
127,MLI,Mali,174,Africa Sub-Saharan
128,MLT,Malta,1,EU Other
129,MHL,Marshall Islands,1,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,38,Africa North
132,MUS,Mauritius,1234,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,169,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,690,Europe Other
137,MCO,Monaco,0,Europe Other
138,MNG,Mongolia,939,Asia East
139,MNE,Montenegro,3,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,1308,Africa North
142,MOZ,Mozambique,180,Africa Sub-Saharan
143,MMR,Myanmar,540,Asia South East
144,NAM,Namibia,245,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,4839,Asia South
147,NLD,Netherlands,5,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,518,Oceania
151,NIC,Nicaragua,9,America Central and South
152,NER,Niger,78,Africa Sub-Saharan
153,NGA,Nigeria,88305,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,5,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,4,Europe Other
159,OMN,Oman,217,Middle East
160,PAK,Pakistan,80991,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,11,America Central and South
163,PNG,Papua New Guinea,50,Oceania
164,PRY,Paraguay,0,America Central and South
165,PER,Peru,543,America Central and South
166,PHL,Philippines,6597,Asia South East
167,PCN,Pitcairn Islands (British),1,Other
168,POL,Poland,1,EU 8
169,PRT,Portugal,4,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,78,Middle East
172,ROU,Romania,28,EU 2
173,RUS,Russia,10466,Europe Other
174,RWA,Rwanda,179,Africa Sub-Saharan
175,WSM,Samoa,7,Oceania
176,SMR,San Marino,5,Europe Other
177,STP,Sao Tome and Principe,49,Africa Sub-Saharan
178,SAU,Saudi Arabia,658,Middle East
179,SEN,Senegal,749,Africa Sub-Saharan
180,SRB,Serbia,35,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,47,Africa Sub-Saharan
183,SLE,Sierra Leone,3247,Africa Sub-Saharan
184,SGP,Singapore,128,Asia South East
185,SVK,Slovakia,2,EU 8
186,SVN,Slovenia,2,EU 8
187,SLB,Solomon Islands,1,Oceania
188,SOM,Somalia,1844,Africa Sub-Saharan
189,ZAF,South Africa,3960,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,2010,Asia East
192,ESP,Spain,7,EU 14
193,LKA,Sri Lanka,10275,Asia South
194,KNA,St. Kitts and Nevis,4,America Central and South
195,LCA,St. Lucia,107,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,2001,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,45,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,93,Africa Sub-Saharan
203,SWE,Sweden,4,EU 14
204,CHE,Switzerland,15,Europe Other
205,SYR,Syria,1483,Middle East
206,TWN,Taiwan,737,Asia East
207,TJK,Tajikistan,83,Asia Central
208,TZA,Tanzania,1772,Africa Sub-Saharan
209,THA,Thailand,4767,Asia South East
210,TGO,Togo,172,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,11,Oceania
213,TTO,Trinidad and Tobago,198,America Central and South
214,TUN,Tunisia,611,Africa North
215,TUR,Turkey,6021,Europe Other
216,TKM,Turkmenistan,371,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,1,Oceania
219,UGA,Uganda,2916,Africa Sub-Saharan
220,UKR,Ukraine,3702,Europe Other
221,ARE,United Arab Emirates,135,Middle East
222,USA,United States,1241,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,7,America Central and South
225,UZB,Uzbekistan,2992,Asia Central
226,VUT,Vanuatu,1,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,233,America Central and South
229,VNM,Vietnam,870,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,1568,Middle East
233,ZMB,Zambia,933,Africa Sub-Saharan
234,ZWE,Zimbabwe,6816,Africa Sub-Saharan
235,PSE,the State of Palestine,446,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
