,country_code,Country,Total,Geographical region
105,JPN,Japan,2790,Asia East
106,JOR,Jordan,1251,Middle East
107,KAZ,Kazakhstan,1366,Asia Central
108,KEN,Kenya,996,Africa Sub-Saharan
109,KIR,Kiribati,1,Oceania
110,KWT,Kuwait,2943,Middle East
111,KGZ,Kyrgyzstan,60,Asia Central
112,LAO,Laos,53,Asia South East
113,LVA,Latvia,0,EU 8
114,LBN,Lebanon,675,Middle East
115,LSO,Lesotho,11,Africa Sub-Saharan
116,LBR,Liberia,29,Africa Sub-Saharan
117,LBY,Libya,479,Africa North
118,LIE,Liechtenstein,0,Europe Other
119,LTU,Lithuania,0,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,278,Asia East
122,MKD,Macedonia,51,Europe Other
123,MDG,Madagascar,21,Africa Sub-Saharan
124,MWI,Malawi,160,Africa Sub-Saharan
125,MYS,Malaysia,8035,Asia South East
126,MDV,Maldives,91,Asia South
127,MLI,Mali,11,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,22,Africa North
132,MUS,Mauritius,454,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,1470,America Central and South
135,FSM,Micronesia,0,Oceania
136,MDA,Moldova,18,Europe Other
137,MCO,Monaco,7,Europe Other
138,MNG,Mongolia,213,Asia East
139,MNE,Montenegro,44,Europe Other
140,MSR,Montserrat (British),0,Other
141,MAR,Morocco,468,Africa North
142,MOZ,Mozambique,50,Africa Sub-Saharan
143,MMR,Myanmar,359,Asia South East
144,NAM,Namibia,70,Africa Sub-Saharan
145,NRU,Nauru,0,Oceania
146,NPL,Nepal,241,Asia South
147,NLD,Netherlands,0,EU 14
148,NLD,Netherlands Antilles,0,America Central and South
149,NCL,New Caledonia,0,Oceania
150,NZL,New Zealand,286,Oceania
151,NIC,Nicaragua,7,America Central and South
152,NER,Niger,2,Africa Sub-Saharan
153,NGA,Nigeria,6485,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,1,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,2214,Middle East
160,PAK,Pakistan,3334,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,50,America Central and South
163,PNG,Papua New Guinea,11,Oceania
164,PRY,Paraguay,53,America Central and South
165,PER,Peru,271,America Central and South
166,PHL,Philippines,346,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,1789,Middle East
172,ROU,Romania,0,EU 2
173,RUS,Russia,3043,Europe Other
174,RWA,Rwanda,88,Africa Sub-Saharan
175,WSM,Samoa,3,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,1,Africa Sub-Saharan
178,SAU,Saudi Arabia,8425,Middle East
179,SEN,Senegal,27,Africa Sub-Saharan
180,SRB,Serbia,155,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,76,Africa Sub-Saharan
183,SLE,Sierra Leone,91,Africa Sub-Saharan
184,SGP,Singapore,2824,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,6,Oceania
188,SOM,Somalia,23,Africa Sub-Saharan
189,ZAF,South Africa,506,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,4345,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,497,Asia South
194,KNA,St. Kitts and Nevis,63,America Central and South
195,LCA,St. Lucia,33,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,243,Africa North
199,SDN,Sudan (South),49,Africa Sub-Saharan
200,SUR,Surinam,0,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,20,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,215,Middle East
206,TWN,Taiwan,3035,Asia East
207,TJK,Tajikistan,47,Asia Central
208,TZA,Tanzania,411,Africa Sub-Saharan
209,THA,Thailand,4549,Asia South East
210,TGO,Togo,10,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,2,Oceania
213,TTO,Trinidad and Tobago,309,America Central and South
214,TUN,Tunisia,116,Africa North
215,TUR,Turkey,2385,Europe Other
216,TKM,Turkmenistan,51,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,323,Africa Sub-Saharan
220,UKR,Ukraine,753,Europe Other
221,ARE,United Arab Emirates,751,Middle East
222,USA,United States,14172,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,43,America Central and South
225,UZB,Uzbekistan,152,Asia Central
226,VUT,Vanuatu,3,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,128,America Central and South
229,VNM,Vietnam,2607,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,88,Middle East
233,ZMB,Zambia,239,Africa Sub-Saharan
234,ZWE,Zimbabwe,357,Africa Sub-Saharan
235,PSE,the State of Palestine,295,Middle East
236,IMN,Isle of Man,0,Other
237,BLM,Saint Barthélemy,0,Other
238,UMI,United States Minor Outlying Islands,0,Other
239,CUW,Curaçao,0,Other
240,BVT,Bouvet Island,0,Other
241,ALA,Åland Islands,0,Other
242,GGY,Guernsey,0,Other
243,SXM,Sint Maarten (Dutch part),0,Other
244,IOT,British Indian Ocean Territory,0,Other
245,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
246,REU,Réunion,0,Other
247,VCT,Saint Vincent and the Grenadines,0,Other
248,JEY,Jersey,0,Other
249,SSD,South Sudan,0,Other
250,GBR,United Kingdom,0,Other
251,SGS,South Georgia and the South Sandwich Islands,0,Other
252,ATF,French Southern Territories,0,Other
253,ATA,Antarctica,0,Other
254,COD,"Congo, The Democratic Republic of the",0,Other
