,country_code,Country,Total,Geographical region
0,AFG,Afghanistan,1018,Asia Central
1,ALB,Albania,2961,Europe Other
2,DZA,Algeria,3714,Africa North
3,ASM,American Samoa,0,Oceania
4,AND,Andorra,0,Europe Other
5,AGO,Angola,865,Africa Sub-Saharan
6,AIA,Anguilla (British),0,Other
7,ATG,Antigua and Barbuda,3,America Central and South
8,ARG,Argentina,42,America Central and South
9,ARM,Armenia,268,Europe Other
10,ABW,Aruba,0,America Central and South
11,AUS,Australia,720,Oceania
12,AUT,Austria,0,EU 14
13,AZE,Azerbaijan,1133,Europe Other
14,BHS,"Bahamas, The",19,America Central and South
15,BHR,Bahrain,207,Middle East
16,BGD,Bangladesh,10767,Asia South
17,BRB,Barbados,24,America Central and South
18,BLR,Belarus,892,Europe Other
19,BEL,Belgium,0,EU 14
20,BLZ,Belize,14,America Central and South
21,BEN,Benin,227,Africa Sub-Saharan
22,BMU,Bermuda (British),3,Other
23,BTN,Bhutan,178,Asia South
24,BOL,Bolivia,198,America Central and South
25,BES,"Bonaire, Sint Eustatius and Saba",0,America Central and South
26,BIH,Bosnia and Herzegovina,337,Europe Other
27,BWA,Botswana,44,Africa Sub-Saharan
28,BRA,Brazil,552,America Central and South
29,VGB,British Virgin Islands,0,Other
30,BRN,Brunei,4,Asia South East
31,BGR,Bulgaria,5,EU 2
32,BFA,Burkina,89,Africa Sub-Saharan
33,BDI,Burundi,86,Africa Sub-Saharan
34,KHM,Cambodia,128,Asia South East
35,CMR,Cameroon,1732,Africa Sub-Saharan
36,CAN,Canada,1112,America North
37,CPV,Cape Verde,38,Africa Sub-Saharan
38,CYM,Cayman Islands (British),1,Other
39,CAF,Central African Republic,19,Africa Sub-Saharan
40,TCD,Chad,40,Africa Sub-Saharan
41,CHL,Chile,34,America Central and South
42,CHN,China,16068,Asia East
43,CXR,Christmas Island,0,Oceania
44,CCK,Cocos (Keeling) Islands,0,Oceania
45,COL,Colombia,2089,America Central and South
46,COM,Comoros,33,Africa Sub-Saharan
47,COG,Congo,425,Africa Sub-Saharan
48,COG,Congo (Democratic Republic),1713,Africa Sub-Saharan
49,COK,Cook Islands,0,Oceania
50,CRI,Costa Rica,12,America Central and South
51,HRV,Croatia,62,EU Other
52,CUB,Cuba,311,America Central and South
53,CYP,Cyprus,115,EU Other
54,CYP,Cyprus (Northern part of),0,Europe Other
55,CZE,Czech Republic,1,EU 8
56,DNK,Denmark,0,EU 14
57,DJI,Djibouti,82,Africa Sub-Saharan
58,DMA,Dominica,10,America Central and South
59,DOM,Dominican Republic,182,America Central and South
60,TLS,East Timor,3,Asia South East
61,ECU,Ecuador,378,America Central and South
62,EGY,Egypt,5671,Africa North
63,SLV,El Salvador,9,America Central and South
64,GNQ,Equatorial Guinea,52,Africa Sub-Saharan
65,ERI,Eritrea,665,Africa Sub-Saharan
66,EST,Estonia,1,EU 8
67,ETH,Ethiopia,1276,Africa Sub-Saharan
68,FLK,Falkland Islands (British),0,Other
69,FRO,Faroe Islands,0,Europe Other
70,FJI,Fiji,171,Oceania
71,FIN,Finland,1,EU 14
72,FRA,France,3,EU 14
73,GUF,French Guiana,0,America Central and South
74,PYF,French Polynesia,0,Oceania
75,GAB,Gabon,108,Africa Sub-Saharan
76,GMB,"Gambia, The",1932,Africa Sub-Saharan
77,GEO,Georgia,693,Europe Other
78,DEU,Germany,0,EU 14
79,GHA,Ghana,12977,Africa Sub-Saharan
80,GIB,Gibraltar (British),0,Other
81,GRC,Greece,2,EU 14
82,GRL,Greenland,0,Europe Other
83,GRD,Grenada,7,America Central and South
84,GLP,Guadeloupe,0,America Central and South
85,GUM,Guam,0,Oceania
86,GTM,Guatemala,11,America Central and South
87,GIN,Guinea,484,Africa Sub-Saharan
88,GNB,Guinea-Bissau,124,Africa Sub-Saharan
89,GUY,Guyana,228,America Central and South
90,HTI,Haiti,70,America Central and South
91,HMD,Heard Island and McDonald Islands,0,Oceania
92,HND,Honduras,10,America Central and South
93,HKG,Hong Kong,251,Asia East
94,HUN,Hungary,0,EU 8
95,ISL,Iceland,4,Europe Other
96,IND,India,55967,Asia South
97,IDN,Indonesia,1933,Asia South East
98,IRN,Iran,10530,Middle East
99,IRQ,Iraq,2541,Middle East
100,IRL,Ireland,0,EU 14
101,ISR,Israel,149,Middle East
102,ITA,Italy,9,EU 14
103,CIV,Ivory Coast,643,Africa Sub-Saharan
104,JAM,Jamaica,2677,America Central and South
105,JPN,Japan,235,Asia East
106,JOR,Jordan,1874,Middle East
107,KAZ,Kazakhstan,952,Asia Central
108,KEN,Kenya,2761,Africa Sub-Saharan
109,KIR,Kiribati,0,Oceania
110,KWT,Kuwait,1375,Middle East
111,KGZ,Kyrgyzstan,179,Asia Central
112,LAO,Laos,39,Asia South East
113,LVA,Latvia,3,EU 8
114,LBN,Lebanon,2156,Middle East
115,LSO,Lesotho,30,Africa Sub-Saharan
116,LBR,Liberia,121,Africa Sub-Saharan
117,LBY,Libya,2204,Africa North
118,LIE,Liechtenstein,1,Europe Other
119,LTU,Lithuania,1,EU 8
120,LUX,Luxembourg,0,EU 14
121,MAC,Macau,8,Asia East
122,MKD,Macedonia,409,Europe Other
123,MDG,Madagascar,46,Africa Sub-Saharan
124,MWI,Malawi,455,Africa Sub-Saharan
125,MYS,Malaysia,484,Asia South East
126,MDV,Maldives,45,Asia South
127,MLI,Mali,197,Africa Sub-Saharan
128,MLT,Malta,0,EU Other
129,MHL,Marshall Islands,0,Oceania
130,MTQ,Martinique,0,America Central and South
131,MRT,Mauritania,39,Africa North
132,MUS,Mauritius,183,Africa Sub-Saharan
133,MYT,Mayotte,0,Africa Sub-Saharan
134,MEX,Mexico,373,America Central and South
